2022/4/17    	0.237	-61.699	1192.4	0.04		
2022/4/18    	0.237	-61.495	1192.3	0.039		
2022/4/19    	0.239	-61.72	1192.3	0.039		
2022/4/20    	0.239	-61.78	1192.4	0.04		
2022/4/21    	0.239	-61.933	1192.4	0.043		
2022/4/22    	0.238	-61.869	1192.5	0.046		
2022/4/23    	0.239	-61.903	1192.5	0.049		
2022/4/24    	0.239	-61.785	1192.5	0.05		
2022/4/25    	0.24	-62.003	1192.5	0.048		
2022/4/26    	0.239	-62.084	1192.4	0.046		
2022/4/27    	0.24	-62.333	1192.4	0.039		
2022/4/28    	0.242	-62.78	1192.4	0.036		
2022/4/29    	0.243	-62.983	1192.3	0.033		
2022/4/30    	0.243	-62.521	1192.3	0.031		
2022/5/1    	0.243	-62.406	1192.3	0.029		
2022/5/2    	0.244	-62.339	1192.3	0.027		
2022/5/3    	0.245	-62.103	1192.3	0.026		
2022/5/4    	0.245	-62.219	1192.3	0.026		
2022/5/5    	0.246	-62.202	1192.3	0.026		
2022/5/6    	0.246	-62.247	1192.2	0.024		
2022/5/7    	0.246	-62.212	1192.1	0.021		
2022/5/8    	0.246	-62.017	1192	0.018		
2022/5/9    	0.246	-62.195	1192	0.016		
2022/5/10    	0.247	-62.001	1192	0.016		
2022/5/11    	0.247	-61.969	1192	0.015		
2022/5/12    	0.248	-61.648	1192.1	0.016		
2022/5/13    	0.248	-61.248	1192.1	0.016		
2022/5/14    	0.249	-60.603	1192.1	0.015		
2022/5/15    	0.249	-60.25	1192.1	0.013		
2022/5/16    	0.248	-59.761	1192.1	0.01		
2022/5/17    	0.248	-59.572	1192.1	0.009		
2022/5/18    	0.248	-59.332	1192.2	0.011		
2022/5/19    	0.245	-58.624	1192.2	0.014		
2022/5/20    	0.245	-58.397	1192.3	0.015		
2022/5/21    	0.245	-58.354	1192.3	0.015		
2022/5/22    	0.244	-58.383	1192.4	0.014		
2022/5/23    	0.244	-58.481	1192.4	0.012		
2022/5/24    	0.244	-58.581	1192.4	0.01		
2022/5/25    	0.245	-58.405	1192.5	0.007		
2022/5/26    	0.246	-58.343	1192.5	0.008		
2022/5/27    	0.247	-57.696	1192.6	0.007		
2022/5/28    	0.248	-57.168	1192.6	0.007		
2022/5/29    	0.248	-56.726	1192.7	0.004		
2022/5/30    	0.247	-56.725	1192.7	0.003		
2022/5/31    	0.246	-56.385	1192.7	0.003		
2022/6/1    	0.245	-56.242	1192.7	0.004		
2022/6/2    	0.245	-56.278	1192.6	0.003		
2022/6/3    	0.246	-55.988	1192.5	0.001		
2022/6/4    	0.244	-55.667	1192.4	-0.002		
2022/6/5    	0.243	-55.696	1192.4	-0.005		
2022/6/6    	0.243	-55.951	1192.3	-0.006		
2022/6/7    	0.244	-56.341	1192.2	-0.006		
2022/6/8    	0.246	-56.185	1192.2	-0.006		
2022/6/9    	0.246	-56.333	1192.2	-0.003		
2022/6/10    	0.247	-56.103	1192.2	-0.002		
2022/6/11    	0.247	-55.854	1192.1	-0.002		
2022/6/12    	0.247	-56.641	1192	-0.006		
2022/6/13    	0.248	-56.685	1191.9	-0.009		
2022/6/14    	0.247	-56.476	1191.9	-0.009		
2022/6/15    	0.247	-56.45	1191.9	-0.006		
2022/6/16    	0.245	-56.646	1191.9	-0.002		
2022/6/17    	0.243	-57.103	1191.9	0		
2022/6/18    	0.244	-57.353	1192	0		
2022/6/19    	0.244	-57.584	1192	-0.001		
2022/6/20    	0.243	-57.786	1192.1	-0.002		
2022/6/21    	0.244	-57.728	1192.1	-0.002		
2022/6/22    	0.246	-57.902	1192.1	-0.002		
2022/6/23    	0.248	-57.861	1192.2	0		
2022/6/24    	0.248	-57.734	1192.3	0.001		
