S T U Misfit
6.434748406663066741e-06 1.279814090398366249e-06 1.472594355856906865e-06 4.729733095756454378e-15
3.795276530195763813e-06 1.130515357874172869e-06 1.336663944274469293e-06 1.067220323620163462e-13
5.105633393182477776e-07 9.590888860939878111e-07 1.110244722455749251e-06 1.036983432612960855e-12
3.475649690980733562e-06 1.176101481128627699e-06 7.938733516448645333e-07 2.369328493725454810e-11
2.917878697835907340e-06 1.197192235127739394e-06 3.868222637647897760e-07 5.596903390982614604e-12
3.684585254289988853e-06 1.297848813596140544e-06 -1.104123893297205891e-07 5.807722937853908190e-13
3.668534874444021222e-06 1.447696487962572253e-06 -1.403559071690277504e-06 4.420173162545174587e-12
3.613445728978195008e-06 1.311019454231290262e-06 -1.103444539605859864e-07 2.802742879239746022e-08
3.519323258216138036e-06 1.257188217190333108e-06 3.870770018959709866e-07 2.340657501096075921e-13
-3.503404614208733693e-06 -6.551731537734597835e-07 7.940579715999186582e-07 3.757753808223442719e-15
2.124149503932462383e-06 8.451262890208478461e-07 1.110544023139799108e-06 1.417699230567688725e-14
6.900532598614359057e-06 2.115633458828696957e-06 1.336595414271490079e-06 1.340101659126689642e-14
1.099810368133497517e-05 3.239045095178484273e-06 7.668540153802757267e-07 2.453016360638228227e-11
1.405593457409967526e-05 3.986922870442568843e-06 1.399835843604806964e-06 1.481441818437233271e-01
1.586454381615997998e-05 4.499654044756237832e-06 1.851882540766226202e-06 6.243387870343950709e-15
1.742430814275200461e-05 4.826193865852266483e-06 2.123177829962725574e-06 7.923034293198076935e-13
1.804265904486612946e-05 4.934637180978506783e-06 2.213606051456572254e-06 4.226819575275111279e-13
1.789158029963920128e-05 4.832811623010398222e-06 2.123194033384876221e-06 1.142867050138801623e-12
9.654426349177821039e-06 -3.480476315108508436e-06 1.852033776380874645e-06 2.040138535238122873e-14
1.316440061440307716e-05 2.630585402141374083e-06 1.399753576388181937e-06 1.478859089570745966e-01
8.382318523125947601e-06 4.841309329551605629e-06 7.667975507105174054e-07 3.291821729706827303e-10
1.450813788133211880e-05 1.057464636721586857e-05 1.336495720031199581e-06 3.175697772156602204e-13
1.718758174772758642e-05 1.474774545275671592e-05 1.110282114450737048e-06 3.358957352910884666e-13
1.834803453787032694e-05 1.737450389677552896e-05 7.938547421034280971e-07 1.030540320718449263e-13
3.019422630320099405e-05 2.204016170931385983e-05 3.869265897417556978e-07 2.621803565059493142e-12
3.316971810941400829e-05 2.347491633362557806e-05 -1.104435181303436316e-07 1.243718092580711527e-12
3.417566085856917958e-05 2.353848970416827575e-05 -6.982815106838548043e-07 4.269439111000664785e-12
3.321523259580260335e-05 2.208898492495426025e-05 7.073951061098027800e-09 6.270910298110875896e-14
3.028623313602006934e-05 1.933695714688690435e-05 7.022252413831781844e-09 5.956479238651476447e-15
2.601102661048687055e-05 1.523946273564248675e-05 7.070048594905577798e-09 2.803330429764938552e-13
1.958814868757579756e-05 9.759011102405474575e-06 7.084809232142839650e-09 2.114951555456498401e-13
1.123222694490528353e-05 2.905992055267782565e-06 7.106993523393419589e-09 7.581987048954692103e-11
9.429132810651875574e-07 -5.318452275037134535e-06 7.154832706021498312e-09 1.286240249518328724e-13
2.590265031876305870e-06 7.634403604691076461e-07 6.992683232072469184e-09 1.429496123078306968e-13
-3.305728639251863323e-06 -1.470206927618231512e-06 7.061457842611024584e-09 2.650571539436490500e-14
3.200699837643167633e-06 1.190830591738640050e-06 6.936767022834575270e-09 4.444181604314179863e-14
2.639293812231726485e-06 1.233657897924427610e-06 -6.985615096923392119e-07 1.026087539899287339e-13
3.205030732857414509e-06 1.194616091939793002e-06 -1.106056905244594596e-07 5.419688110692041093e-13
3.283429523389589658e-06 1.137435178731061886e-06 3.867915221887486398e-07 2.325501742854654266e-12
3.224401351025368979e-06 1.079703322922728464e-06 7.936893513517197741e-07 2.310554449378856051e-13
3.350143722567025357e-06 1.040567375590367737e-06 1.110173647836341051e-06 3.690676432893072529e-15
3.439797010707204362e-06 1.010570379710027195e-06 1.336201469270720143e-06 1.764130136644146608e-14
2.683145701470200970e-06 9.508826317972954541e-07 1.471646345440239765e-06 1.672091801722412697e-14
3.367917619557453602e-06 9.765915574053591265e-07 1.516906592435195808e-06 1.553486318705263325e-01
4.048786317051272930e-06 1.016982996142796104e-06 1.471764604062949123e-06 2.804242938214362942e-14
4.526839390342759042e-06 1.136388521779778116e-06 6.307850205329931922e-07 6.144571204383140427e-13
4.873728787672494133e-06 1.126735196242276338e-06 9.926084374536075710e-07 4.306214768444991499e-13
5.092147837923152108e-06 1.204240716822913200e-06 4.681553394227004214e-07 2.125501142586218747e-14
5.175923914591444989e-06 1.223986685942654426e-06 7.272399128328854234e-07 1.476584126601781641e-07
5.083986096381460770e-06 1.132250221084364798e-06 1.317802872919253673e-06 5.991343572683631993e-12
4.939612597250645476e-06 1.073316800998681614e-06 1.594894912178481423e-06 9.358434703983910116e-15
4.657456961382306551e-06 9.002351626568566263e-07 2.942189410336916977e-06 1.556161708318975390e-13
4.454144577610751915e-06 8.258492011602809345e-07 3.361014479664047777e-06 1.515682554369027490e-01
4.008755196409943778e-06 7.658767038792702049e-07 3.556742345483009051e-06 1.632005875671567090e-11
3.677499681533508734e-06 7.383977162702235951e-07 3.529454479699808018e-06 1.646259931343226623e-01
3.122455048677868774e-06 7.294510093680900434e-07 3.279094175952975825e-06 1.480011188208487094e-01
2.329295702753282235e-06 7.425778630711209625e-07 2.805683574324138342e-06 1.917621167065972082e-13
3.243843371681170834e-06 8.724174506313862872e-07 2.109565978182856763e-06 6.307409934288513322e-13
3.328331875594774331e-06 9.929379197889549332e-07 1.190306002703378090e-06 3.022562874600723736e-13
3.382022012909221463e-06 1.142697702152624124e-06 4.804006506527121699e-08 6.306363481583940588e-14
3.190304767188576435e-06 1.163860510862187311e-06 6.637897281891906944e-08 2.282964448321510730e-12
3.408414162213081483e-06 1.368028090923899184e-06 -1.458571912310001212e-06 6.572474617935920905e-07
2.738427768005752883e-06 1.266194605920918003e-06 -4.393826016745249132e-07 3.954047753908145646e-16
3.542603955734105481e-06 1.241139222273928806e-06 3.641398345330252443e-07 2.057228652354151316e-12
4.270879539637323313e-06 1.184080239529422504e-06 7.903147953308564333e-07 6.329779252804023656e-15
3.985702875047269695e-06 1.095449093763647872e-06 1.122937350245343773e-06 7.468982578423386205e-15
5.037691973511562648e-06 1.083317450243886253e-06 1.362380445685457363e-06 1.596310481296066262e-13
5.795615203974103376e-06 1.073197808324650197e-06 1.508387196124188969e-06 7.295592288341435144e-11
-3.334835743955510325e-07 -1.885393677485154976e-07 1.560977282493165802e-06 1.447371546516210972e-01
5.558549183491968192e-06 8.694610834735928126e-07 1.520205889680288313e-06 1.564164811829213899e-12
9.718841183425612896e-06 1.744971871195170524e-06 1.385929043032009950e-06 1.430125580284118680e-01
1.412328160064880364e-05 2.525344983319623227e-06 1.158492696090713819e-06 9.506653568374025740e-12
1.721504047967165765e-05 3.137924893189588464e-06 8.376029275831740970e-07 8.974745546799186207e-13
1.851013486847069778e-05 3.559594207600420609e-06 4.231777857799716219e-07 4.591788706369183505e-13
1.938415091927796254e-05 3.854038512564026337e-06 -8.454499411565603434e-08 4.534400412839733115e-13
1.373956647089007095e-05 3.037428227676668716e-06 -6.855327733443049422e-07 3.814589272011451873e-14
1.830848859930572379e-05 3.800540918436673289e-06 -7.017256458161466874e-07 1.693474148121701298e-11
1.521303303448107496e-05 -2.497446438186872049e-04 -1.326421771151085592e-07 1.755975326053443372e-13
1.539645621767828597e-05 -5.931100311569599651e-05 3.875688701999564732e-07 1.353511835057832501e-13
2.566946488045159235e-05 1.373604273737189061e-04 7.941474998051532901e-07 5.146147293972708476e-14
3.366155187975009190e-05 2.985126183367924307e-04 1.110508709783262733e-06 2.117313779707901355e-11
3.482009266522814717e-05 4.239315583030880095e-04 1.336070257369582714e-06 3.757067260681602457e-12
3.670709215452975447e-05 5.139837342066523726e-04 1.471690711799920237e-06 9.449849904440230464e-14
4.748199354729790232e-05 5.708981215908948180e-04 1.516848339221543099e-06 1.506403700806255574e-01
4.872151982348607807e-05 5.911280188546398640e-04 1.471607111254331472e-06 8.160675633814485698e-13
4.800531300444305528e-05 5.759739924881825904e-04 1.336130134322939196e-06 1.320712690052734321e-13
4.355860311871223155e-05 5.254222812722119003e-04 4.046656944926213725e-07 3.539333042318900916e-14
3.599011810408968553e-05 4.393015766149196717e-04 6.760003664857792409e-07 4.079279550621753462e-13
2.650036915385294673e-05 3.178721980174521755e-04 6.120753984782767246e-08 9.704657037661670063e-13
6.932748941537296822e-06 -1.203439406564057237e-04 5.589936526179270695e-07 2.974706414087527695e-14
2.622033884674774968e-06 -1.368780144563410176e-04 7.852965249236394686e-07 3.420229304349001689e-11
-5.282660214795380175e-06 -8.208917084287887470e-04 2.123807373939858716e-06 1.186647174524077497e-12
9.800900120345370120e-06 2.083133144103995805e-04 2.575416374356994997e-06 4.689072513403493444e-13
2.762807621445121373e-05 8.882473893434020230e-04 2.846057564544102162e-06 1.467116184914109278e-01
3.529898052749800847e-05 1.412597654247984809e-03 2.935998480742165105e-06 1.129002620498086048e-10
4.001069759681748824e-05 1.802668729230744908e-03 2.845129645784767499e-06 1.511212566867196905e-01
4.631103957458580702e-05 2.058754013775027873e-03 1.957248890422601443e-06 9.377445385693717853e-14
4.045269174926901623e-05 2.117091164667966093e-03 2.019042421090035473e-06 1.297657396072374856e-13
4.509973279477765386e-05 2.157096837449238268e-03 1.820780767246435560e-06 1.743970193812179102e-14
4.589437481561494460e-05 2.054724020541431363e-03 1.362641905153203226e-06 2.027095040418833322e-15
4.319056936092870906e-05 1.809987859830040381e-03 6.446860981741937199e-07 3.988025103821092501e-12
3.685938305697567967e-05 1.422815632115195707e-03 3.451824386761839939e-07 3.562722547774384176e-14
2.688875107854079300e-05 8.931936342206429338e-04 4.640672270106798664e-07 3.859797714925129841e-13
6.201706166104409496e-06 1.565374766215635826e-04 1.706970591508679990e-06 1.556695541214905276e-01
2.768205364387927962e-06 -5.341940337179538188e-05 2.074333634749241743e-06 2.491500514237311455e-13
1.369351573087862087e-05 -5.389513674497116869e-04 2.272191398034808775e-06 3.666662512469413109e-14
2.638940749565333080e-05 1.924948022460177220e-04 2.300214193032715104e-06 6.227768996452068687e-11
3.208790106575162127e-05 2.017853410407950037e-04 2.159278883388075312e-06 2.824404619600130433e-13
3.498818034500466803e-05 1.946648262811383374e-04 1.143434143526843068e-06 1.521699571620246660e-01
3.509024533341248463e-05 1.709207934552819702e-04 1.251343145032620622e-06 2.955297712290217961e-14
2.618776789195048437e-05 1.294838308691426457e-04 1.099319855203494295e-06 2.552420271400883942e-13
2.586534441452163920e-05 7.366344364309192444e-05 1.897049309115822271e-06 4.271690201877653846e-11
2.877046487596126364e-05 -4.967242837815032163e-04 1.897111530385697845e-06 4.495352881741788709e-14
3.468915967476682305e-05 1.501634187461519429e-06 1.716188230793525508e-06 9.829029856892508392e-13
3.718124709961746896e-05 4.114535971666078763e-04 1.354452221297453108e-06 1.475016258570641364e-11
3.602126125376209261e-05 7.331176454281906375e-04 8.118535098384173821e-07 1.630493187045972403e-01
3.042453709475184415e-05 9.663079772166326088e-04 1.471913872709441729e-06 1.859085575501472576e-15
1.590329606747484083e-05 1.065676405874828748e-03 1.336552134161190422e-06 5.828964283797164242e-12
2.436779096166209898e-05 1.287039481027037451e-03 1.110105770578115379e-06 8.622772866164737909e-15
3.418142292197926056e-05 1.359818706119828025e-03 7.934434699197495880e-07 1.554031355235084083e-16
3.494855665540217067e-05 1.345898671268937457e-03 3.862586457848573679e-07 2.433232089913635900e-14
3.563451343787004457e-05 1.246347722751235676e-03 -1.110191881716487288e-07 3.443532884782785864e-11
3.224364217830866074e-05 1.060977611570077840e-03 -6.989093825517882161e-07 2.844870897315130698e-15
1.939068485082632681e-05 7.745844130636611114e-04 6.600809497884731591e-09 1.123206177244316687e-10
1.626266364225741097e-05 4.302326010325557663e-04 6.485674770211217624e-09 1.326550482360379727e-14
2.173828299727286059e-05 5.738985399041123979e-07 6.462066620348915161e-09 6.358458684122757470e-13
1.826673077080582096e-05 -5.178448169436059142e-04 6.485677885069331251e-09 1.794242158490258109e-14
1.874324679396233804e-05 -6.094838187761397351e-04 6.422034752232154188e-09 1.160950240282820315e-12
2.305735298538269681e-05 -3.698007740821066176e-05 6.279050628641271739e-09 8.962386205676202796e-13
2.461222564720339038e-05 4.372375839229687223e-04 6.198050706446761073e-09 4.546430813810052657e-13
2.340786223289162687e-05 8.131655467692080596e-04 6.146614691996513050e-09 8.841235901815946777e-15
2.113482292566037961e-05 1.090884659483379229e-03 6.403745787617018387e-09 1.018139738040255712e-14
2.898422708568926134e-05 1.359866833991678391e-03 6.237623951990017295e-09 6.675476608730138706e-13
2.812576473744983084e-05 1.490744947909946943e-03 6.248267828405342629e-09 4.669370275761731645e-12
1.903612761770686368e-05 1.526213435581546965e-03 6.345250632670458203e-09 1.474530016036250957e-15
2.005684964721318397e-05 1.474714953254354808e-03 6.302465198312366440e-09 8.308375798256101771e-15
1.853885493073352487e-05 1.330487054518084697e-03 -6.991165410610060412e-07 1.700999665926710423e-13
1.441149695174378689e-05 1.093313434668433245e-03 -1.112189516869726839e-07 2.045166195064303163e-14
1.432719451345727044e-05 5.052369826627608942e-04 3.861816154719542808e-07 1.294959679177889037e-09
1.795713398499344007e-05 3.387621795693338423e-04 7.930293329686033114e-07 1.030928307842818780e-06
1.239128754029242919e-05 3.151442816559643292e-05 1.109650394408667338e-06 1.914214004193306960e-13
1.620645504448157438e-05 -3.796104738184313820e-04 1.335606368815576672e-06 2.592293222845902836e-12
3.055984870495301932e-05 4.643140736814959767e-04 1.471008448606263749e-06 2.738161080658023969e-12
3.544674176107573150e-05 5.635059455109801179e-04 1.516190508246190830e-06 1.712514440424229567e-01
3.776838281319745032e-05 6.237583201176233544e-04 1.470975472278409717e-06 7.234551402018908068e-13
3.752477685644016762e-05 6.450698834696369250e-04 1.335360128889346639e-06 5.037102600917826322e-15
2.800558328586719766e-05 6.198955860577046173e-04 1.109472297326016327e-06 5.151093799944357148e-13
2.821879395720423481e-05 5.696160212301654147e-04 7.929493787506447637e-07 4.299555209990003201e-12
1.821350129545939374e-05 3.646657126118922035e-04 3.861953239472247476e-07 3.694342411312380275e-14
2.994933144920622348e-05 3.360498739820686766e-04 -1.114177796980730097e-07 9.730882253837419623e-13
2.500398433403256497e-05 2.356640110014452099e-04 -6.991840336192796677e-07 2.084700865943745042e-14
2.894621312520766793e-05 1.075714333499295394e-04 6.115913693476773213e-09 1.554172795616077005e-16
2.855621508926752547e-05 -7.655770470665309083e-05 6.069621363739491472e-09 1.186494359868976387e-12
3.688967307264171463e-05 2.476723615380469466e-04 5.781136081064591029e-09 3.144498966832072184e-13
2.831577239253915153e-05 7.335735003936711654e-05 5.887964001532471650e-09 7.160523698296816774e-14
4.172289579348973775e-05 2.565697624447584274e-04 5.507783993393195344e-09 5.546585679491077802e-13
3.867589427314623517e-05 3.803766899483097255e-04 5.544269078269194011e-09 3.980978211480250828e-16
4.432886557414059467e-05 4.699485149455524878e-04 5.433191543157150460e-09 1.474234932631479245e-14
4.238809552642085427e-05 5.166827705215770684e-04 5.156258702415586319e-09 1.389711050068013598e-14
3.519185807651318008e-05 4.026588403184889662e-04 5.616949209787059021e-09 1.745062216911468411e-12
3.590162240945808024e-05 4.631614919816903243e-04 -6.995707167952848592e-07 1.836124414616953302e-14
4.413875623915832077e-05 4.805425358215982806e-04 -8.170685722914525012e-07 5.443949574244187039e-14
4.089971445045469876e-05 4.333571343655897180e-04 2.684573518207158808e-07 2.090055762771882905e-09
4.622299376246402782e-05 5.544036951069127549e-04 1.172834838183624647e-06 4.846952619943986225e-14
4.084250885463865523e-05 5.186005320720474742e-04 1.191130073332275619e-06 5.651900683622888744e-15
4.477948856009294115e-05 4.691114447113648215e-04 2.057006163116645303e-06 1.799177097812360226e-13
3.893866226382334948e-05 3.646534984787836884e-04 3.136737458642974775e-06 1.425086263143815918e-13
3.005953724171349294e-05 2.199159582762980460e-04 3.911259933276646427e-06 1.608730516504770502e-01
1.123572653748697520e-05 -3.335234872490824560e-05 4.380742948463574976e-06 1.608704887247954796e-01
8.401498529222755274e-06 -5.318147521185384845e-04 4.544575746202684371e-06 4.910888586400142491e-12
1.483677420789351611e-06 -6.581416189135057314e-04 4.403229392767957697e-06 2.809127964809554309e-12
1.660790798250498431e-05 4.029656200130867449e-04 3.956195108425846620e-06 1.646759835177816489e-01
2.100508005216448524e-05 1.254879472841397307e-03 3.204083634715548958e-06 1.644503528154927230e-01
2.773041652186765627e-05 1.902247981721295975e-03 2.147275836944346634e-06 4.426899341634957939e-14
4.136563622147876079e-05 2.576886732511078290e-03 7.847675845003737315e-07 2.435978177036679052e-06
4.545179674225713990e-05 2.943259576722385279e-03 5.009691501445257963e-07 2.501027245637800549e-14
4.686007427014341593e-05 3.119861178521583615e-03 6.807060224766688842e-07 1.646233196310148540e-14
3.867149133596411179e-05 3.070590346294466838e-03 3.087143181431281297e-08 4.342193121642013472e-16
4.048981743571073230e-05 2.898053999483617658e-03 -7.435257621874190830e-07 4.327787400706270065e-14
3.874321214908146957e-05 2.531016958129594409e-03 -2.585118588551564366e-07 4.874051365524029393e-15
3.343167547607633037e-05 1.969557197723282010e-03 6.176331427281509249e-09 4.391459874462094635e-14
2.455520741669531471e-05 1.213798270750929796e-03 6.403270481023593019e-09 2.832411799537505642e-14
1.211380797093841072e-05 2.637408042560338874e-04 -2.730277114567642227e-07 2.427520380818018527e-14
9.217644013212126640e-06 -7.469561912930783917e-04 -3.991504281030921566e-08 1.984351250393157608e-12
4.622220960822686879e-06 -6.284007358040848579e-04 1.573764052604075006e-07 3.408424360857935261e-14
1.669896885484815400e-05 7.618973891239292728e-05 3.186801802796946831e-07 3.439978908560324487e-14
2.015795903503598673e-05 7.017119948176951173e-05 4.443173001824610055e-07 1.219464238692777652e-14
2.182635465369828600e-05 5.933540739658447181e-05 5.340920036545800736e-07 1.167068757596788860e-13
2.188153023433155563e-05 4.369039504041623533e-05 5.880392092905133016e-07 2.298724947152245786e-06
2.011709677226828307e-05 2.330102950884157390e-05 2.721443370790211427e-07 1.543017373486203769e-01
9.525443862288142366e-06 -2.235268044145682348e-05 5.328048910927673268e-07 1.670772583565512627e-12
2.991096494137685871e-06 -1.324321005033209249e-04 7.147003092569771667e-07 6.344008863352801296e-13
2.024148511492925706e-05 -1.267216559583196530e-06 8.173605956397673691e-07 1.342608442809236424e-13
2.787142829699118676e-05 7.848071517332532636e-05 8.415313120689143758e-07 1.544392731949625371e-13
3.279990350949693720e-05 1.430482368052165523e-04 7.870518986746339488e-07 2.718633464940071362e-10
3.502691075244651517e-05 1.925079891713231579e-04 2.087421499012066485e-07 1.699590383573333699e-12
3.248676391431881954e-05 2.265490381554569185e-04 3.676783085601043191e-07 1.499977300667383051e-01
3.103222793146668016e-05 2.454579873570961255e-04 9.400253437576173189e-07 7.616526497535611718e-13
2.028250267806238987e-05 -4.565133081635298212e-04 1.133033884690309918e-06 2.323504937824892016e-14
3.208154444332055261e-05 1.229507915550595695e-04 1.225792099357206510e-06 5.821886367409886213e-11
3.451867089585176229e-05 5.955434096319599984e-04 1.218685089085415321e-06 5.128206777261526509e-13
3.390758227383383020e-05 9.626276871105361906e-04 1.111680313106170852e-06 2.876718424896629266e-12
3.030144125268117652e-05 1.224281099175306663e-03 3.308216225115968370e-07 1.438748016675386321e-01
2.352010392231578570e-05 1.380286649380153266e-03 5.023377944206966234e-07 7.388877263627227001e-13
1.414220524011716440e-05 1.430674206681199767e-03 1.155583863066045289e-06 3.506640368874184744e-10
1.552548451544415834e-05 1.415474106363696395e-03 1.343945222542304896e-06 1.469577576755640860e-15
2.154521192004990636e-05 1.467058028744288234e-03 1.401515845470644998e-06 3.659823926573506434e-13
1.935859525396246074e-05 1.331309335747333719e-03 1.328588766544937784e-06 1.947010875136700281e-13
1.595368262790715705e-05 1.105078273363023630e-03 1.124983466633059275e-06 4.862332440995563018e-13
1.126360979234994148e-05 7.883629309017980546e-04 7.906960126051125477e-07 1.512594080242162797e-01
5.045614220156066605e-06 3.810042059391512029e-04 1.198899668019469405e-06 2.073032350842299879e-13
-4.112117322962507181e-06 -1.179790611510403165e-04 1.088942648887501831e-06 6.971176224284264941e-14
-4.331466704404012139e-06 -7.049035108840195473e-04 9.051518506209622520e-07 2.878643663902162252e-13
7.686792352821091750e-06 1.954490127393058821e-06 6.474782743137629312e-07 1.940935349285445853e-13
1.140888166906541936e-05 2.822813301358104532e-06 3.163053187823814250e-07 1.060420805810563490e-15
1.451184743464422407e-05 3.524145029831597924e-06 -8.842711125584828095e-08 7.386824552971630711e-15
1.665577557001989760e-05 4.043162122830441395e-06 -5.667875872721110186e-07 4.492988354252206030e-12
1.784066607519243995e-05 4.232629690353025390e-06 7.097737978734156859e-09 1.687965461281276728e-12
1.850911214459051448e-05 4.327022618647565077e-06 7.055656546367943557e-09 2.968288891050267904e-12
1.802181249737271556e-05 4.221909443780580488e-06 6.948616437852279515e-09 2.079664086683577565e-12
1.660609353595888881e-05 3.930712270877457682e-06 6.841800606124184978e-09 2.203633119890496744e-14
1.430747901656420603e-05 3.454416280599139958e-06 6.728697243821331908e-09 1.113412228143020837e-12
1.105754688703895330e-05 2.787706019533274504e-06 6.600969921010720266e-09 7.613954599868015129e-14
6.631882136529874566e-06 1.920121214610317441e-06 6.419761364731729971e-09 1.168788190803503624e-13
1.866768048281974508e-06 8.943421859476912573e-07 6.360836244263520414e-09 1.187904306262414655e-11
-3.067609615792284031e-06 -2.836110316788921601e-07 6.438951693402441457e-09 1.476039862557137168e-13
3.533171137307548472e-06 1.154617405910735604e-06 6.421985579232169830e-09 2.041264166514971792e-14
3.522651416968910092e-06 1.150363154657494070e-06 6.410589342671387485e-09 4.419172224240803711e-13
3.458008914283729472e-06 1.199799421127306565e-06 -3.910316538118860189e-08 3.983599982263873721e-13
3.679157708789619541e-06 1.155029790094223753e-06 -1.185924270241063356e-09 4.795751779913809411e-11
-2.919415440573285082e-06 -6.800010251879607431e-06 3.098836618051935416e-08 4.730333093072023371e-12
2.576736669242403641e-06 -2.495006664123068773e-07 5.707365105082285364e-08 5.251687283412576426e-14
7.192966418950184134e-06 5.295009827396698020e-06 7.733521095179077081e-08 1.432580388250832079e-14
1.092927380855005682e-05 9.834436393651105340e-06 9.179215045478783866e-08 1.736003483350454269e-14
1.378565883804202043e-05 1.344496276978354610e-05 -6.049692178556985860e-07 1.163505342911835258e-13
1.576212150742607496e-05 1.591608400285884244e-05 -1.424482374562315286e-08 1.687039246226621492e-01
1.685866181670222719e-05 1.738824325689158266e-05 4.802243485906465473e-07 1.178066165424875328e-14
1.707527976587046864e-05 1.786420981319428809e-05 8.784500928255209019e-07 2.983358658895191781e-13
1.690013984529528733e-05 1.736754410541579445e-05 1.180532434940496983e-06 2.170990312863379474e-10
1.562811556889464728e-05 1.585779803527583945e-05 1.386303493706893713e-06 2.103257548925100330e-14
1.350537780856077168e-05 1.334785346833514628e-05 1.495807518412655283e-06 4.241621264843294852e-11
1.053908797226164722e-05 9.837770682315095640e-06 1.509048095363410964e-06 1.651981897116492903e-01
6.708414775129662035e-06 5.329077046895069346e-06 1.426026314579065116e-06 5.540305384981382897e-14
2.060306933075549459e-06 -2.928654155532581436e-07 1.335954643665052686e-06 1.772625483926029387e-10
-3.438391623372963620e-06 -6.858159783908931736e-06 1.109978732625045831e-06 5.214669256687728903e-14
3.186966725070624377e-06 1.085577929547805974e-06 7.933118891137458553e-07 7.690403136569030847e-15
3.195224306103590644e-06 1.128913692724845918e-06 3.863316240954384387e-07 2.227849483798817912e-13
3.200907357009248364e-06 1.256474715645368833e-06 -4.459062753803022168e-07 8.202495498842159252e-13
3.204015877787597538e-06 1.339321593854435287e-06 -1.460100279552524103e-06 2.181262655099192577e-14
3.204549868438638165e-06 1.155169651288047415e-06 6.929200154569202916e-08 5.357070574740058963e-14
3.202509328962369399e-06 1.067446591361800662e-06 7.599090704011095880e-07 1.656120567738725445e-13
3.197894259358792934e-06 1.000724846546364765e-06 1.317172684231386191e-06 1.936601413993663095e-14
2.727523503219871075e-06 9.297541810289059490e-07 1.740992169898152664e-06 3.380502845050762299e-14
3.103019780892209395e-06 9.189765952481049738e-07 2.031590203376264202e-06 1.956662403420631987e-13
3.417886459604048875e-06 9.224888442993401061e-07 2.188802744656882428e-06 1.609225165159011706e-01
2.748930734463081331e-06 8.941685152613164195e-07 2.212490941952744836e-06 1.636705023293386352e-01
3.693021401362030422e-06 9.686063031958588182e-07 2.103061424683674667e-06 1.471138727555018943e-12
-2.150920918652412610e-06 -3.740464185253396186e-05 1.860385412033782034e-06 9.944293793784896478e-12
4.058347316285034923e-06 -5.178297241788881261e-06 1.057928094008673530e-06 3.074453227658420846e-14
9.229581353677380847e-06 2.198388374945137194e-05 9.033155076720601060e-07 5.462079753001552831e-13
1.336278119352462601e-05 4.423274507062299553e-05 5.606924436666211710e-07 4.478575514836695057e-14
1.645794683582677210e-05 6.157076560637364917e-05 3.006687225699234331e-08 5.678154583834061355e-13
1.851507828058381573e-05 7.385623820189582227e-05 -3.176334266903000680e-08 2.670480103840906954e-13
1.953417552779576199e-05 8.114239948569176310e-05 8.101563472279519517e-07 6.790365206061201572e-11
1.289466531936386889e-05 -6.222157244933016872e-04 8.921864656922935128e-07 2.175397653122710545e-14
1.731303401738739235e-05 -3.655765014820902808e-05 9.192793570658238903e-07 1.648392035422575064e-01
1.992121872357296972e-05 4.537606649252193692e-04 6.586225648298447835e-07 5.301085159703178862e-15
2.154576588594383891e-05 8.485717412399077821e-04 7.709223870306403585e-07 1.506311212079658468e-06
2.087574883172663026e-05 1.147952789474783117e-03 7.986220335449780899e-07 5.502432847284477793e-14
1.837229769714691178e-05 1.352006460549572651e-03 3.700438572392475914e-07 3.809134056900856307e-12
1.585460752433076676e-05 1.460607835528314989e-03 5.388247483574039853e-07 1.346678126296362702e-15
1.074133439249926346e-05 1.473775352232250396e-03 5.753124651977062013e-07 1.326170255191633528e-14
1.700220362553345494e-05 1.466998992294239138e-03 4.793761318371012107e-07 2.000468601354708189e-13
1.572633668257554149e-05 1.331237448174862979e-03 3.819142149745756181e-07 1.689188036746961386e-01
7.724729619466715895e-06 1.103705011759125321e-03 1.073955183217854081e-06 2.824133143068833780e-14
9.268002939987402190e-06 7.879557644839089168e-04 1.598038241044476754e-06 6.510122751976412570e-15
9.874529990930625586e-06 3.816343483679137793e-04 1.954297172357999728e-06 1.723483383762444143e-01
8.827272992251717471e-06 -1.153014083263799910e-04 2.142582660980070298e-06 7.124607790744202555e-10
-6.025544656943993600e-07 -9.012370512727808794e-04 2.163031170407110791e-06 1.041726936833922398e-12
1.363645083043593858e-05 -2.965008586350805815e-05 2.014947628199196260e-06 5.807432044263148899e-15
1.285419548668740242e-05 -2.960033464161552336e-04 1.699199619320484196e-06 1.685035493167404974e-01
2.286206348917945160e-05 1.574170063683102310e-04 1.116332246003316649e-06 9.439030898908601556e-13
3.033391133343942009e-05 5.331407913753350358e-04 4.765358194610811456e-07 8.245145667809488560e-13
3.481645598162722596e-05 8.310008081363926902e-04 9.204412931863053010e-07 1.131550639294388655e-13
3.759399937428976152e-05 1.051067913378573009e-03 1.793927661056466773e-06 7.677168259258055722e-11
3.777740939874071907e-05 1.193516983602079928e-03 2.043466290296660911e-06 1.258911236304395992e-13
3.536668605498009859e-05 1.258271152753501947e-03 2.040840869143117153e-06 1.121406435062245196e-13
3.032412551532986621e-05 1.245325701653049065e-03 1.786034168661901394e-06 9.622775204682873794e-15
1.579568944169016366e-05 7.822515618649743350e-04 2.662837383878106268e-06 1.558250241089373378e-01
