S T U Misfit
6.526644667347845347e-07 -1.272924583962638423e-05 -4.506335925094768837e-07 3.824346675588544313e-12
6.287031848821995100e-06 -1.018453742544095411e-06 6.287628530634392932e-09 3.648058047141061241e-12
7.067959542260512515e-06 8.650057860172635069e-06 6.017565135572282708e-09 3.444294165617814212e-12
1.374224277560872717e-05 1.709847485807096011e-05 -1.449990743741859273e-07 2.348779062357519620e-14
1.282542582245101701e-05 -1.605927347583097421e-06 -1.892604693275216036e-08 2.070871813493857398e-07
1.911048570619735005e-05 2.384648950142258920e-05 8.725327493728419712e-08 3.492892388802209111e-13
2.735056257812730642e-05 4.447337556499181797e-05 1.744364542867388839e-07 9.227246196882161870e-11
2.690714754841280358e-05 -6.006420701277780149e-04 2.423634363901101604e-07 1.240192891553145420e-11
3.504080090606031351e-05 -3.965948564085705836e-05 2.906016351320592358e-07 5.003857225791386885e-14
4.011848302533818324e-05 4.315480453170342733e-04 3.195097536528019771e-07 1.965370917441684524e-13
4.048392968516346003e-05 8.127718576043298920e-04 3.291652495415443206e-07 2.030630134065720682e-01
4.349948741085648570e-05 1.104730022808616489e-03 3.195538122990706943e-07 1.119363883401491328e-12
4.298318181746341339e-05 1.306872519811481774e-03 2.905752235542897129e-07 2.224554756607730489e-13
3.987709720652703914e-05 1.419251684326930472e-03 2.423918987895431715e-07 5.003120767553896549e-09
3.254859646251373272e-05 1.441852216161673608e-03 -5.307666498253768572e-07 3.541712807094946483e-13
3.338536475880618732e-05 1.402143616208250234e-03 -3.024183485583379207e-08 7.697324471602220551e-14
1.935867677726615954e-05 7.868580331848916637e-04 3.607234196696539031e-07 1.854880252743772921e-14
2.083949048417714329e-05 9.521716654968242349e-04 6.419245670383682798e-07 3.275744742193969626e-10
1.354425975758248814e-05 9.682882592805340917e-04 1.109288287922112554e-06 8.448343120287256108e-12
1.830714089383138107e-05 8.853580668646256419e-04 1.335202080265067387e-06 4.075568335118857261e-15
1.895028138615162280e-05 6.320631994199865829e-04 1.471200368291618253e-06 4.285467316674864793e-14
1.324202492725130951e-05 2.330906054772649842e-04 1.516355855780936061e-06 2.098737698282480968e-01
1.976587736858692268e-05 9.847063338667264888e-04 1.471002676163549300e-06 3.114396864146689654e-13
1.363116339011152671e-05 9.575662354928915444e-04 1.335672506304101114e-06 7.406616716106479419e-15
1.075814284594824645e-05 9.703427365116353313e-04 1.109625771358235144e-06 4.692676873734464722e-13
2.401226540731304308e-05 9.240099986963147159e-04 7.932220561454802896e-07 7.303372719988138848e-11
3.057240213934113232e-05 8.086888903408382800e-04 3.862180290887777057e-07 1.453228863929940353e-14
3.419609223333495193e-05 6.246930666352956468e-04 -1.112620249597888499e-07 3.677920611721993915e-13
3.497928228222571621e-05 3.720254153327987555e-04 -6.992092225018944530e-07 3.287974529096584237e-11
3.292197228601343871e-05 5.053745446003306285e-05 6.197193993015233775e-09 1.673354396597701379e-12
2.802477838414896695e-05 -3.395533380376334004e-04 6.114791235535473256e-09 1.077191857146490008e-14
3.196282231548872927e-05 1.304133431744597014e-04 5.712939860840763041e-09 8.158562685550857090e-14
2.791380439460547179e-05 1.189350035939088201e-04 5.466408857267363594e-09 1.247046840165477861e-12
2.524930252682921209e-05 9.967799328166509001e-05 5.544069175647967808e-09 9.595696681829018098e-14
1.914078947958641725e-05 7.236755276831005428e-05 5.474328430950891979e-09 3.357461161957445833e-12
1.124669091935213364e-05 3.709634906233741001e-05 5.416670504176508351e-09 6.470980009735340720e-14
4.940579122382532829e-06 -5.950543586203800743e-06 5.706578438173849941e-09 4.442783102064586465e-14
-3.599546209595329723e-06 -5.698140307487823211e-05 6.027000233913260331e-09 3.921961112246739885e-15
-8.660079274642457008e-06 -1.699359986493686222e-04 6.134942144213629019e-09 2.233774618112106850e-13
2.451590491627226924e-06 -2.656616064806062240e-05 5.917572079435927372e-09 6.051442232184880696e-07
6.836118794349301840e-06 9.088088630011353876e-05 5.825350156685694741e-09 3.486327874886283709e-15
1.040377934100620594e-05 1.869737969779525189e-04 5.748671506743366010e-09 5.929514519795447776e-14
1.315457213159793499e-05 2.617117691489594502e-04 5.694461518307454410e-09 8.332428551762047550e-06
1.508849716612449746e-05 3.150940523975609290e-04 5.642900256718308927e-09 8.905360226263650067e-14
1.620555444458588997e-05 3.471187530118370677e-04 5.601291814980936919e-09 9.388254166995546226e-16
1.650562032357123915e-05 3.577904916358599810e-04 5.591197983835753943e-09 2.437312186853943585e-14
1.604940216248817476e-05 3.471111826333636639e-04 5.607850379826154204e-09 9.307274924594807918e-14
1.474947504410496653e-05 3.150739274385932326e-04 5.623119409823423382e-09 2.448581282598343155e-15
1.288333709955083057e-05 2.616943480701642492e-04 5.707267016655299165e-09 4.486485727627736699e-06
3.846618125906230536e-06 1.754190051266776016e-04 5.921284765170506820e-09 2.089467071475296127e-13
5.467726521256841709e-06 8.892953692565564458e-05 5.862330245485623795e-09 2.613262557917621346e-14
-7.257339692588515470e-07 -7.190427186437916153e-05 6.029332748663020480e-09 5.627884139739824342e-14
2.880311806212799268e-06 -1.610450297062240128e-04 -6.995024456223889161e-07 2.858360205817803247e-12
1.628249588127163007e-05 4.695424042730837711e-05 -1.119443461348305697e-07 7.167115169207001231e-13
2.187160794441978272e-05 8.038954410003171832e-05 2.457008668883583625e-07 9.280169946172154926e-06
2.586266339971532658e-05 1.056505146291605954e-04 7.687084096749044753e-07 2.347270337225003590e-13
2.203674956642957941e-05 -5.829919062998867437e-04 1.184094098981243623e-06 3.411735523273861068e-12
2.769155663646073674e-05 1.424655558104036008e-05 1.490761008056199782e-06 1.995508301794597293e-13
3.154237500752615509e-05 5.129707181474721161e-04 1.689230811043605385e-06 4.169818754796517433e-13
3.287177304981426384e-05 9.131413407561057502e-04 1.779370257615996939e-06 1.960113619685788511e-01
2.577106738395689524e-05 1.210280980420345379e-03 1.761306708638046794e-06 9.568422808883509154e-13
2.749575418424353304e-05 1.417089842927277956e-03 1.634695634572734706e-06 1.936656310740146048e-01
2.598456248141554415e-05 1.524768060309502965e-03 1.399748677923089084e-06 5.649627375976083721e-02
2.123646390557565092e-05 1.533318504943734055e-03 1.056475936985396755e-06 4.706370168208760327e-15
2.529860569216442712e-05 1.465350215370757065e-03 6.045381585383115939e-07 1.033700259382446873e-13
2.062314115415086330e-05 1.288199198860292671e-03 4.441094127058185348e-08 3.393923178864333929e-13
2.649074696940471481e-05 1.114501326902828321e-03 -6.242107157698004851e-07 2.489550742611963615e-13
2.441984478068272865e-05 7.980835104560179451e-04 -1.730356933061640357e-08 1.512879541684126973e-13
1.873539884523452834e-05 3.905760849320114654e-04 -1.340018908587791857e-07 1.174436008654907096e-15
1.479741891937318377e-05 -1.079269805926958521e-04 5.672464364060463423e-09 1.095427074811677456e-13
2.822891602182136153e-06 -1.403283655342849609e-03 6.358106970403013586e-09 2.716782599512829292e-10
1.221512598389406368e-05 -1.112839143604656638e-04 6.144439501054725361e-09 1.765570622309241776e-09
1.407185273506739086e-05 3.838736096236084459e-04 6.212315559787161444e-09 9.011301371059986846e-13
7.533827003463854292e-06 8.212998705617779917e-05 6.385288341511091920e-09 1.864374236235262448e-14
1.057820009752403264e-05 9.832818221197560816e-04 6.279959287024395834e-09 4.919706915517869007e-09
1.675208213719329883e-05 1.668066331025849043e-03 6.123770970104868529e-09 3.796329269282745737e-13
2.007026069528111686e-05 1.548274452426207266e-03 5.950256953836401999e-09 6.014063278788970302e-08
2.583034732041842958e-05 2.344634837998143054e-03 5.659178729528366246e-09 1.849203686930798084e-15
3.924271818006030434e-05 3.192582430293485971e-03 5.079723930688738539e-09 3.306526643591151766e-12
4.882142487762599394e-05 3.741497848965851056e-03 -1.640430753648454289e-07 6.045545455791512881e-15
5.475497749274046196e-05 3.991202112953087973e-03 -2.373939424576615127e-08 3.236253465876618374e-15
5.623095969100184695e-05 3.941774793041887687e-03 9.492774955243385999e-08 1.094656175836683734e-11
5.353294172294433066e-05 3.593240870547199581e-03 1.920476104184068681e-07 4.181015822616446757e-13
4.956173440984148229e-05 2.945768722570264557e-03 2.678928428780325909e-07 1.392519901904662544e-14
4.125222929300132455e-05 1.999180582787888402e-03 3.222754885417015405e-07 8.352983461447685651e-15
4.080723807381014795e-05 2.137946930891538276e-03 3.548213949936567571e-07 9.585435295378957135e-14
3.105355469204459104e-05 1.362304418820160790e-03 3.659840699875106506e-07 2.129474959765480235e-01
1.197027594886589889e-05 2.131790487836286122e-04 3.557808389579057444e-07 2.667538369886245085e-13
1.288249143635749763e-05 5.421606023891747559e-04 3.233923972940413458e-07 2.037962562683468192e-13
-1.652590411075450848e-06 2.222064963736278831e-05 2.697265498485741723e-07 1.756685961558495862e-14
3.702609641841166881e-06 -5.444080070994547276e-04 1.939665528167789902e-07 4.206601237492327079e-15
1.164536687185428961e-05 8.241414144394204947e-05 -3.568188886856878660e-07 1.787876406658825735e-12
2.293456746230542113e-05 3.162492053349961313e-04 -9.836236944104204135e-08 8.199347517621666273e-15
2.649060751370431270e-05 3.496681445505492921e-04 8.053162241061472059e-08 3.384313452590786343e-12
2.837895853796104564e-05 3.613342370431696458e-04 5.105894532546980385e-07 5.212478701538551795e-15
2.875835768898180484e-05 3.514473373928172009e-04 7.138903663833224835e-07 5.521556514130556844e-14
2.739958093610483778e-05 3.199284385252715193e-04 8.590794328245542725e-07 1.032869451106798059e-14
2.438352717000106607e-05 2.668520621916909644e-04 8.013110337268804321e-07 1.160787420624537062e-14
2.129897421210048158e-05 1.921138023018948641e-04 9.513205480321911701e-07 2.044156206221378336e-01
1.585102076478196460e-05 9.571966100089453222e-05 1.024566017078280641e-06 1.097452182237351164e-13
8.871416573473090951e-06 -2.228597822094674814e-05 1.021173808200130514e-06 1.879967041223957017e-14
3.286950203630983142e-07 -1.618336215526648399e-04 3.539028129845072902e-07 1.794134282398046438e-14
2.157812345985849054e-06 2.734614156589387060e-07 6.862474237261519917e-07 1.633788077792734626e-14
-2.866726523129827051e-06 -2.958180652855590964e-06 8.668065542134224027e-07 2.656771149323999524e-13
3.161926764657064056e-06 9.053344125642913754e-07 8.951899780448746248e-07 2.034099179205092200e-01
-2.853424450256822123e-06 -3.305053486404919824e-06 7.718210695104825626e-07 2.667253038458355288e-13
2.161873445476670886e-06 1.543911050144502560e-07 1.385382137992929295e-06 3.165479016718750907e-15
6.405500852187222271e-06 3.229135030461051832e-06 8.721510687346164756e-07 4.415494097052798007e-14
9.877457769874834574e-06 5.643358007845138843e-06 1.327780006149131920e-06 1.991276636233438868e-01
1.257775470563368780e-05 7.538994702642290468e-06 1.615234564462944829e-06 4.397526035796150391e-12
8.432250570212138324e-06 -1.881564862601666188e-05 1.734672602518674931e-06 2.188388719883097687e-12
8.505960310788223219e-06 -4.277540964412973558e-04 1.685842347021412573e-06 1.689537662759728706e-13
1.215028414972697910e-05 -7.320445733862744413e-05 1.752911833370381273e-06 2.567763864513111885e-11
2.460637634661390149e-05 2.694597926081882260e-04 1.525252104064482856e-06 7.141411928684898042e-12
3.371807033528436803e-05 5.491985295981118747e-04 1.148036530687753921e-06 2.022154053806606289e-01
4.047763833332583940e-05 7.660654617785168105e-04 6.214359431437182360e-07 9.568586621581359408e-15
4.404121155744355445e-05 9.198739124996812644e-04 1.097184265254744783e-06 2.033146933345926782e-14
3.851915453060391801e-05 1.008800289142583158e-03 9.115073902959941771e-07 6.855492864264985767e-14
4.060299614635531261e-05 1.038591784711551114e-03 -5.399803821710246916e-08 8.406415747208291279e-15
3.873388223886328708e-05 1.005058229927556024e-03 1.996140182579611733e-07 1.195373173665859979e-11
4.471628805010108873e-05 9.167468756199403457e-04 -4.171589967529840424e-07 5.055960095582133415e-13
4.139754850406535222e-05 7.614140596916018928e-04 9.481589046718448115e-08 1.582279044929467356e-11
3.509166436259599008e-05 5.433252414861260106e-04 1.488701165478745272e-06 1.016369938981348565e-14
1.948312708015415560e-05 2.420170752059063325e-04 2.122226623782308087e-06 1.602184609268504401e-14
5.706576984418218357e-06 -5.933581169881700125e-04 2.574794565836699971e-06 7.326134563734889994e-12
1.119201805287932142e-05 -5.058933977130885802e-04 2.845943631543150264e-06 1.981759767445173126e-01
1.866773455479968952e-05 2.759928593353697048e-04 2.936107226206245635e-06 8.298149623777168786e-15
2.885032124834465743e-05 6.044121533573341282e-04 2.845289233959812744e-06 1.995728083552665844e-01
3.070105935854724853e-05 8.386720057463416039e-04 2.573819912413661298e-06 3.041859003359280991e-12
3.088127595438322997e-05 1.004846770537896504e-03 2.069144434198199623e-06 3.758441501753858946e-14
2.828759619165594852e-05 1.102697449188217577e-03 1.479760250622989785e-06 6.960976495406212485e-15
2.332149457346964413e-05 1.132369626191087738e-03 7.028020299186469574e-07 6.022748368117416380e-15
2.725021089979228438e-05 1.097823950152487012e-03 -2.619033647452243082e-07 9.323806817191517245e-15
2.436968227141312292e-05 9.932229004470081741e-04 -3.019857514019795344e-08 9.072135261930136269e-14
1.984982197239504491e-05 8.207675036844248135e-04 -6.011154260723682747e-07 2.963878865508137732e-14
1.364442693322500450e-05 5.802330902193325330e-04 1.146227520634671005e-07 2.560238796370134824e-15
6.081010915982718929e-06 2.718513002307243790e-04 1.182455612549029795e-07 1.956367810023097176e-01
-9.372081909545841518e-06 -7.746096760585410683e-04 1.153046237468441778e-07 3.052277233131291252e-13
-3.162455411637958044e-06 -6.199039820417001200e-04 1.050852031880562163e-07 3.814131453111166012e-14
1.199189191081652027e-06 1.345552125034189025e-04 8.817639276502747973e-08 4.602375844072680055e-13
3.706505332404127329e-06 5.045165471785651454e-04 6.458354789503598753e-08 8.294914948420526765e-13
1.597069117168181630e-05 1.137434164483989464e-03 3.399138007351239317e-08 3.257533355228253836e-15
2.579217662524360197e-05 1.628850890149630051e-03 -3.280803168870886408e-09 7.496204478759542210e-14
3.316066260200307183e-05 1.978765796880860729e-03 -4.723794764934685477e-08 3.233073517790394201e-11
3.810513807412730172e-05 2.187055390267889001e-03 5.060772942300517864e-09 2.718600892146664345e-15
3.488541406784921074e-05 2.252501116965106940e-03 4.947158204503866449e-09 5.617470862028365092e-10
3.906949233313011707e-05 2.178960834189118140e-03 4.714937091618252639e-09 7.344326052398822563e-15
4.204776968239793431e-05 1.963839833053652312e-03 4.867108041336239673e-09 9.577016259493905743e-15
4.144307327059983603e-05 1.607008555743697636e-03 4.988652324116916506e-09 2.677814610198352491e-13
3.762232029415227101e-05 1.108562057843355975e-03 -6.320166164543101156e-07 2.058027428732381090e-12
3.067497613261229263e-05 4.682986032711425350e-04 -1.008026028583588679e-07 4.954071787917949600e-14
2.049128256074480545e-05 -3.136413595665841635e-04 3.487824058827840037e-07 1.421018324758479693e-14
1.919144210419691655e-05 7.724211344688327935e-05 7.164376061841645235e-07 3.524326525180523487e-13
9.002800827820296508e-06 -2.577889300286353275e-04 1.002557878938144500e-06 6.057554250982309493e-13
3.161382534926697968e-06 -2.056313299986198306e-04 1.206907220385037010e-06 8.479019710432524551e-14
7.242391186827343141e-06 1.904058466022221921e-06 1.329192438732219758e-06 2.760694491507770318e-14
1.326538035274147566e-05 4.170711969381276897e-06 1.370024748289623223e-06 2.015163292555127716e-01
1.096070467237813409e-05 -1.230534535478171626e-06 1.329303709005957321e-06 1.531169426590285322e-12
1.747341537852251933e-05 5.488918402561033674e-06 1.206625603053538025e-06 1.790802215376840497e-14
2.088163651132907917e-05 1.069794147607349937e-05 4.813109547473454077e-07 6.441977902819729038e-12
3.241611902796261911e-05 1.693280607221415778e-05 6.293116788314352199e-07 3.799740561371262824e-12
3.134598631085808580e-05 1.796883682677497012e-05 6.291578939415892307e-07 4.687569799379634854e-15
3.810031176040328465e-05 2.212945883134858783e-05 4.802659373699425699e-07 2.172159573248200759e-13
4.081053368511442918e-05 2.453123266982679785e-05 1.827784787510376288e-07 5.333524422544244757e-13
4.237132686827634027e-05 2.518587443845226768e-05 9.869614384429390648e-07 9.134006772769892320e-13
3.453933620299981614e-05 -8.763511912947016087e-05 1.087375300341654906e-06 3.331481125414376593e-13
3.498045842757065794e-05 2.844506172645913003e-06 1.120712525273424282e-06 2.034146375422236086e-01
3.103200711401996850e-05 7.724089553223430508e-05 1.087219346428676625e-06 1.971370717603177753e-14
2.441082985865672563e-05 1.356468130738962513e-04 9.872031549588445307e-07 8.884050405713258664e-13
2.080702006030023881e-05 1.837401539825408016e-04 8.200585256450988058e-07 4.989625349322399084e-13
2.694207992792298773e-05 2.153895318230592448e-04 5.866078853351527664e-07 3.720072542190085399e-15
2.465540425552354700e-05 2.306142875827884729e-04 2.863286779557499061e-07 3.859075456059035130e-13
2.488182098332609576e-05 2.245066279786185365e-04 -8.086268987326534355e-08 2.090901598034383970e-13
2.812507003221056986e-05 2.323189074465609487e-04 -5.150255882225652224e-07 6.694759238014996172e-14
2.822581450754808307e-05 2.227902407412624553e-04 5.869408705126967076e-09 3.657091197671216173e-13
2.518422307657224409e-05 1.961924703793725049e-04 -2.675867704046867314e-07 4.952790464490633779e-12
3.055176400602022498e-05 1.572024130524621918e-04 -5.220072133641158021e-07 2.117157486178157305e-14
2.765021808316472804e-05 9.872211455153344145e-05 7.233542265631679661e-08 8.818862821596736685e-14
2.436695302824828154e-05 2.355006737695088456e-05 6.311422991622407971e-08 2.076132529792172937e-12
1.780343790862166242e-05 -6.867024450822263365e-05 8.864211979441711292e-07 1.832662292170452980e-13
2.121661795703859939e-05 4.161179402975217172e-05 1.547561550623964154e-06 1.053624336978673673e-13
1.060650852709172787e-05 -4.225858043622548560e-05 2.047181898328374604e-06 4.044404253636024090e-09
1.099260891468135790e-05 1.770336358039382904e-05 2.384783735526967989e-06 1.991515567431828837e-01
8.687715124463503280e-06 6.489131712339758231e-05 2.560468610103428379e-06 1.981774612110137890e-01
1.353790258607325170e-05 1.001468320665505204e-04 2.574698713156918766e-06 1.266142097098353259e-11
1.211445992624890859e-05 1.222958300430208010e-04 2.426947360357912782e-06 1.964325352801172264e-01
2.860948657127977153e-06 1.211933101537191712e-04 2.117542004280335677e-06 9.532495659243727933e-13
1.062861375193050274e-05 1.643047804380111908e-04 1.645608577236105831e-06 1.099377204923228442e-07
1.973207329936898212e-05 1.774312146412071814e-04 1.012205502880666797e-06 4.127334212705165432e-14
2.654229132835658801e-05 1.789282115102424720e-04 2.169663391491238273e-07 1.450546610640919426e-13
3.105938607979447232e-05 1.686597527357349216e-04 -2.038331396942797113e-07 1.751831445661917312e-13
3.328335755368263843e-05 1.467577514936788542e-04 -6.360869623039640907e-07 3.249916937463250238e-13
2.690597825226865753e-05 -4.627772009762169420e-04 -5.943493252781485319e-07 5.773810175484911725e-13
2.958453560552019821e-05 -2.823181720596793938e-05 3.051861510054179494e-07 7.415196628117708548e-15
2.955241469081702923e-05 3.209241525749659458e-04 6.264648304296776429e-07 1.570032412960998403e-13
2.639962250117855691e-05 5.846086355094059746e-04 8.762586398092767439e-07 1.354047874484256990e-14
3.253473202878182677e-05 9.193242891401032539e-04 1.054656047165865094e-06 2.985852470078946973e-15
3.002050293946333098e-05 1.098983398474302807e-03 1.161839552622485726e-06 2.691370462934160604e-13
2.551265271494863445e-05 1.203407337551690680e-03 1.197704727308381911e-06 1.952947644781844738e-01
1.872980673205946434e-05 1.232646470960482637e-03 7.570483342707913620e-07 1.663333696674221663e-15
9.715075951931309404e-06 1.186506621992042656e-03 9.877468608941326697e-07 1.381076726922406857e-13
8.894234115251012802e-06 1.085731903032693046e-03 1.094587629511786609e-06 9.086742116914404557e-13
7.219786844954098784e-06 7.241122921243468022e-04 1.078974364379863712e-06 2.690774554867098392e-02
1.055292598395398708e-05 6.137754437023131698e-04 9.395259094426630503e-07 1.317233983159137406e-12
1.227165086416919591e-05 4.068454143326297547e-04 6.767704810700057799e-07 3.720372466310782812e-15
1.218047131358940715e-05 1.033179533465657129e-04 2.907007787203142696e-07 3.593131996843210294e-13
1.019765213194124408e-05 -2.969558689678227252e-04 8.735023153540840315e-07 1.929543064223309401e-01
1.756641944626612556e-05 3.358711917357661632e-04 8.470503634258541236e-07 7.185674912104437702e-14
1.860830681535948760e-05 3.700535757088372268e-04 7.690037839878177926e-07 1.952407785927801734e-11
2.087073962874725426e-05 3.815816569946061569e-04 6.392728061597365378e-07 9.359596417455314036e-14
2.174513996208311117e-05 3.702924328585035824e-04 4.578382880877144033e-07 8.102160567185748962e-13
1.798767055340554240e-05 3.360144348883054737e-04 2.240407539986991379e-07 1.130717622379868953e-12
1.880294965706885111e-05 2.793093173472058514e-04 -6.133202492608280388e-08 5.495121530527371897e-14
1.808401232821533762e-05 1.997914499696719544e-04 -3.986802912480797679e-07 2.106080389671247371e-14
1.544741189950738096e-05 9.730405421273505197e-05 6.594542155121779228e-09 8.633990034137582723e-14
1.102839779063994268e-05 -2.795157475720284066e-05 6.629415020808265256e-09 1.639486643319697046e-11
8.240251321343994089e-06 -1.758600102813181283e-04 6.953883133209150651e-09 1.302308911980428689e-14
1.421254521302251782e-05 1.762903238001371965e-06 6.656515423084583339e-09 4.466323880640182377e-15
1.357911517961498937e-05 1.718973931605103779e-06 6.505084376104254879e-09 1.137114958353241066e-11
6.132544871295170629e-06 -1.212985921914574990e-05 6.415623836712178298e-09 1.177414272861683565e-07
8.870578382574315410e-06 -7.945986169708385026e-07 5.975388940386314660e-09 2.674443898424288420e-15
1.009637350553183117e-05 8.738186215744381141e-06 5.499286263935451793e-09 2.353867790547473383e-14
1.202797421111057467e-05 1.665979421884736003e-05 -5.414280414393250590e-07 7.510846059927281088e-12
1.427203247555111104e-05 2.281317493055877395e-05 -5.688556131605871708e-07 3.144984506046621097e-11
7.668679644797887470e-06 -3.395100598859419156e-04 2.191646322829583235e-07 1.501364707476115289e-13
1.130207612280209548e-05 -3.170639692134842060e-05 8.748547312061740511e-07 2.728721780895917046e-13
1.932730197507236168e-05 2.277356665996917466e-04 1.398995858933101107e-06 1.389594323697627563e-13
2.254203132307886780e-05 4.382384561838134629e-04 1.790929650192617474e-06 5.717645459298381064e-12
2.419008003124364643e-05 6.000043270030673212e-04 2.050866724360139902e-06 7.501515939405406519e-09
2.125560578237111674e-05 7.128471334370951006e-04 2.178579940193432108e-06 2.028252607424039788e-01
2.228366128060392426e-05 7.772958159493679716e-04 2.174699156333528561e-06 1.989201056946839630e-01
1.527441701727848668e-05 7.375572295980155259e-04 2.038964992269668124e-06 2.067252260478244600e-14
1.141322384258628416e-05 4.304929969735806069e-04 1.771079336016898176e-06 6.242377312655434555e-11
1.591491901450329556e-05 6.545897962855716772e-04 1.370871717240232600e-06 4.089007519825011924e-14
2.856497452728291972e-05 8.087650002224199821e-04 8.384000657234695949e-07 4.588368200494789565e-07
3.263719073610716503e-05 8.540454811714812394e-04 1.741430154036248060e-07 2.691124165473999218e-11
2.785682837133117415e-05 8.014982420633623992e-04 -6.219861525675146064e-07 2.924136907375229509e-12
2.517012766834061883e-05 -4.722414503042205954e-05 -4.776288166864018466e-07 6.225367837548141439e-14
3.056777425346275559e-05 3.025307527894872321e-04 -3.260880089290914385e-07 1.419003480613933591e-14
4.384014421743506615e-05 1.185118641121427844e-03 -5.032557990247872302e-08 9.839195023118491490e-14
4.733838904725644640e-05 1.562207156044557402e-03 1.831726649279812859e-07 6.969611490905012581e-15
4.729120642686601651e-05 1.800286640256029301e-03 3.742258559814417058e-07 8.426120294937959409e-13
4.369397736150678653e-05 1.899355331014579602e-03 5.228163876271438712e-07 6.988076237985629907e-15
3.654918609063057450e-05 1.859481456393077695e-03 4.094682745148670304e-07 2.478751776128867407e-13
3.177252331335180631e-05 1.680910355559513993e-03 3.878425970894980386e-07 3.334385180467811589e-16
2.081910246428297413e-05 1.363058619745163716e-03 7.879342523286328561e-07 1.907377854319297350e-01
1.863266946787934706e-05 1.014972093185646752e-03 1.082691802684805532e-06 4.272558952570756951e-05
1.434892140820437095e-05 1.106744539219760423e-03 1.272247845162082181e-06 3.933293853802499189e-13
1.251865340884751201e-05 7.892241495187393404e-04 1.357010637164628511e-06 1.399763339629021728e-13
8.513455334696293128e-06 3.807928671802795931e-04 1.336804331076315968e-06 1.439864853797526311e-14
2.163430199142319612e-06 -1.185616917723314131e-04 1.211596328862941064e-06 2.059429001262336190e-01
5.473954840684728834e-06 -7.035764194578110692e-04 9.812069062276641219e-07 2.048940470538681280e-01
1.353843103476820591e-05 2.606736998486459198e-06 6.455068630846412665e-07 9.404840216797540699e-14
8.360292905959957067e-06 -4.167493640399240777e-04 8.551104626703089663e-07 1.003695994267398085e-11
1.400323173672164238e-05 -6.704296972810452416e-05 6.704132626788441861e-07 9.863896373659593170e-11
1.203834640482374779e-05 2.078352168074563923e-04 4.233112737496241142e-07 8.216725992714275641e-14
1.968314798156694281e-05 4.672075875007338538e-04 1.133042665119624020e-07 7.803481106676867725e-14
2.432521726602661992e-05 6.699714035272565310e-04 -2.593696065271206461e-07 3.187803722489439731e-12
2.800423296763687576e-05 8.161078997082164008e-04 -2.638593325336633614e-07 3.123450544096155795e-14
2.928253572133981934e-05 9.055951206495245834e-04 4.676673043086964881e-09 5.574192457102629220e-14
2.816012552713544387e-05 9.386274573081073271e-04 -3.260743381677712011e-07 1.572519749762928569e-15
2.464857143399999082e-05 9.149474232573559691e-04 -5.053965658432889221e-08 2.075114220085379865e-11
2.954995465639562350e-05 8.365085733169283499e-04 1.826790804774460190e-07 4.418526218890213443e-15
2.724302904988323653e-05 7.006824428352575020e-04 3.735447608463953998e-07 5.496539799428229586e-13
2.328464084675157991e-05 5.083973302031484119e-04 5.220812308809054131e-07 1.462662860104926650e-15
1.761501371863669678e-05 2.596431293394322248e-04 6.282466027974634538e-07 3.145138280950318465e-13
4.112549715692829793e-06 -1.802965390807890784e-04 6.922230070883892012e-07 4.362063502834464369e-14
2.081238860745556297e-07 -4.297158285913858268e-04 7.135201103448777509e-07 2.061963838287578510e-01
1.709744937992565249e-07 -3.398995553157785018e-04 6.922937298514187132e-07 7.401450689707374050e-14
3.348173026911248806e-06 6.196365784672734460e-05 6.285522634989582608e-07 9.360685822734967624e-12
1.598123064711476818e-05 4.323901016966045325e-04 5.221210234475600047e-07 2.161818876871415082e-13
2.090492398025646772e-05 7.120570504581711594e-04 3.734883530772705267e-07 2.072609914819075825e-09
2.561741628069655788e-05 9.219822507988636746e-04 1.827248429010183797e-07 1.266026922811870269e-14
2.801134722654963016e-05 1.062051230385418045e-03 -5.051233570265103321e-08 4.628760846596015560e-14
2.773125860853178478e-05 1.132250554749801444e-03 -3.262341772025088902e-07 2.016181982905437691e-13
2.785933227737887562e-05 1.132608578386928421e-03 4.623329770813517251e-09 4.091347384978307299e-14
2.626510892349340407e-05 1.063205798683297459e-03 4.846984736006056606e-09 2.329447674978255011e-13
2.294551123610896957e-05 9.239707886276199997e-04 5.112447893960714036e-09 2.892881439611979623e-12
1.790053921522557888e-05 7.149031442967143570e-04 5.408105619423628594e-09 8.357063683560048516e-13
1.112467425399271167e-05 4.359955336983032726e-04 5.704987083480850447e-09 1.413442089021906516e-15
-3.569063536872947629e-06 4.262020373137357022e-05 6.185783920695848530e-09 5.983918944431203488e-14
3.401311273354228828e-06 -7.451073909308205453e-05 6.012338994447627101e-09 1.142797505004097080e-12
-3.527215575497042048e-06 -1.090306931161214628e-03 6.231128158685795131e-09 1.753001944872083944e-13
1.113106362116807600e-05 -6.659890340927351144e-05 5.775270388831367433e-09 4.046444695980056294e-14
1.794521466735255342e-05 4.509892911937765040e-04 5.500278483715269526e-09 1.436475618124520644e-13
2.304630790116769608e-05 8.723765602999053329e-04 5.242859291562387188e-09 2.994336653100001868e-11
2.645124631391341309e-05 1.197567824742109318e-03 5.020293111073188510e-09 9.957735511461115534e-15
2.809086553765406834e-05 1.426558727915303200e-03 4.814686476810305616e-09 3.439240324300442598e-14
2.797793723761481517e-05 1.559351951544650419e-03 4.641681360644790908e-09 2.743397014032586693e-14
