S T U q1 q2
8.968196490348093837e-05 1.736800337212028158e-05 7.871560214659643597e-09 4.470635820012613948e-03 6.807880113189668236e-03
8.949871500225683985e-05 1.739076516834776152e-05 7.795736576094301169e-09 2.795666028756471633e-03 9.963429471908824553e-02
8.919804232046288470e-05 1.741226607398854102e-05 7.719721734728846751e-09 2.349718147936608048e-03 1.205681463913563789e-01
8.885606022400718211e-05 1.743422400178573064e-05 7.655860682586299091e-09 -3.571518318814304038e-03 1.401098561634945838e-01
8.856499021926807420e-05 1.745435930939807394e-05 7.613976485897833171e-09 -7.285665917848183071e-03 1.497117138963695027e-01
8.838885362368056561e-05 1.746732223979572003e-05 7.599296632599751418e-09 -7.242416534712248222e-03 -3.204394586212444551e-02
8.833886550673085360e-05 1.746623600540426745e-05 7.611860852470002749e-09 -1.540977793729858547e-03 2.529696765163507166e-01
8.838994671993638335e-05 1.744430703212434538e-05 7.647801534311175179e-09 -8.713504025745777426e-04 -6.914708651912349069e-03
8.852025181442690807e-05 1.739633506553041312e-05 7.701573470575752716e-09 -1.581287464228253725e-03 -4.594774416035818376e-02
8.873197432625989217e-05 1.731977968456237414e-05 7.767007870383900174e-09 -4.709294402422292691e-03 5.598951960890374835e-02
8.903746757772338781e-05 1.721503261474633626e-05 7.836242740896945465e-09 -3.287645247865622622e-03 -1.360614973396430116e-01
8.943334140434604641e-05 1.708545224116401524e-05 7.898802785225159761e-09 2.068929766628757605e-03 -2.580829383159901624e-01
8.988805750055441145e-05 1.693778709182497169e-05 7.943497448616959945e-09 5.474843044346311416e-04 -2.835979140799445020e-01
9.034410179996801957e-05 1.678205263989425382e-05 7.961678092386873214e-09 3.333839213702782800e-03 -5.953331941615047640e-02
9.072542201587458052e-05 1.662980487721513897e-05 7.948709427457053330e-09 4.361877355358867447e-03 -1.752400852824749222e-01
9.095099613387773777e-05 1.649191756003451551e-05 7.904362034088045634e-09 7.820001612367954991e-03 -2.457630586389925043e-02
9.096040755022430488e-05 1.637764266386237269e-05 7.834759270861938945e-09 1.064052428145889628e-02 -8.191277373105521065e-02
9.074271579945801579e-05 1.629427198507722518e-05 7.753975821968510907e-09 9.689938318848678733e-04 2.623831123112925212e-01
9.034841859528073497e-05 1.624526663474322314e-05 7.680707193914798238e-09 2.111761867469308385e-03 4.732382576039135813e-01
8.987498836064800414e-05 1.622728886654442248e-05 7.630879525016165459e-09 -5.637604136301543889e-03 2.324231945041965730e-01
8.943580771832064047e-05 1.622939719308965704e-05 7.612570496842971370e-09 -3.117608980015340592e-03 -5.276059656818432586e-03
8.912834488386935181e-05 1.623593661138773419e-05 7.626327675105725006e-09 -8.442661150711128215e-03 2.198128492382203092e-01
8.901136978297647512e-05 1.623088543384879805e-05 7.667663636881814522e-09 -6.308052703538402639e-03 -8.937298103714752529e-02
8.909613055947962501e-05 1.620110505482874095e-05 7.728524708181175207e-09 -5.671211500116957183e-03 -9.144142551178191525e-02
8.935684052127857097e-05 1.613802391773697600e-05 7.798173337292910573e-09 -2.991579115456666216e-04 -1.705051671406856428e-01
8.975849262820097165e-05 1.603793630407443279e-05 7.864367054725716440e-09 2.980212325196518464e-04 -6.453872271808691607e-02
9.028082519666860207e-05 1.590149421343575885e-05 7.915054717856032861e-09 -3.268800202156141310e-03 -3.140842695545131846e-01
9.091322264170623407e-05 1.573386346633731358e-05 7.941647333055915033e-09 7.410494500696973574e-04 -5.749727400438864322e-01
9.162595406949540847e-05 1.554567677430788791e-05 7.943527876668440991e-09 1.381898749504451018e-03 -1.184457184907383720e-01
9.234921955123037891e-05 1.535205065648116436e-05 7.929097766452743106e-09 -1.066918136388261829e-03 1.807008295424790134e-01
9.298039281990520583e-05 1.516804258837814790e-05 7.910062440927413802e-09 6.936491380457265876e-03 2.025717094238839167e-01
9.341326994859155128e-05 1.500348647560992446e-05 7.893524739135661891e-09 1.569664424674765968e-03 3.650797037711566162e-01
9.357532782569470220e-05 1.486161749305773966e-05 7.879876735967532401e-09 1.290690707594910336e-02 1.267793156207375205e-02
9.345883890690543489e-05 1.474198545964415282e-05 7.867880327816164548e-09 4.236352751763483582e-03 7.110016948977992968e-02
9.312824569529714930e-05 1.464393162624559704e-05 7.860206883603866128e-09 1.163067611164914084e-03 2.838212515786260326e-01
9.269431131234722918e-05 1.456724928214394466e-05 7.862924197133114079e-09 -4.644451876325117468e-03 2.015025999399746581e-01
9.227131156220325374e-05 1.451081809188196430e-05 7.880817199579819569e-09 -2.224162317991940085e-04 -7.685640753766342925e-02
9.194531319421733403e-05 1.447182830231321208e-05 7.914521181308674141e-09 -6.505908965300788438e-03 1.207588536493382492e-01
9.176491359220061356e-05 1.444597690941963393e-05 7.960558811182637425e-09 -2.785361516605799892e-03 -5.811343369929389269e-02
9.174640208075569273e-05 1.442755599421085527e-05 8.011394038615758519e-09 -4.092275241278642284e-03 1.617759212103031530e-02
9.188015301130748977e-05 1.440974792240212578e-05 8.055291552449143946e-09 3.824218006438506734e-04 -3.416152145888702307e-01
9.212716383189745097e-05 1.438619874936178050e-05 8.078359240640606028e-09 -1.407465851043898653e-03 -2.800858370871406322e-01
9.240713239756135039e-05 1.435350085202498409e-05 8.069170664070679670e-09 3.250536224959965637e-03 -3.549983547207560264e-01
9.260187406000525807e-05 1.431299507158143266e-05 8.023858673223206564e-09 7.367672020165860758e-03 -1.006988624158040579e-01
9.260046692682463926e-05 1.427075411722572932e-05 7.949544642972398902e-09 1.283283413179203691e-02 4.662140613412901757e-02
9.236707391771380616e-05 1.423544395406742223e-05 7.863850168354988422e-09 4.442819591192970208e-03 2.419347144325705301e-01
9.196830196736891340e-05 1.421442175892774773e-05 7.788663897608809310e-09 -6.139266791693298586e-03 3.944815853258898386e-01
9.152849430504904956e-05 1.420969458108737761e-05 7.740511867012719975e-09 -6.364715876974180730e-03 2.587168914721420521e-01
9.116059707766320519e-05 1.421647611056469073e-05 7.724412637363747656e-09 -2.394194099711643986e-03 5.118773573587631631e-02
9.093481485809262982e-05 1.422563035002563036e-05 7.735338230986220212e-09 -3.912652532433780195e-03 -4.828828638361670755e-02
9.088647698704959983e-05 1.422791847513059805e-05 7.763627886994358087e-09 -6.486255264247509089e-03 -1.378089103877933042e-02
9.102454297405307686e-05 1.421681293711457117e-05 7.798043314526660029e-09 -4.232029239253032316e-03 -1.740793878999351563e-01
9.132590026373588426e-05 1.418917831930967551e-05 7.825664643584669936e-09 -9.792207077254921899e-04 -2.274576920594508778e-01
9.173045086292665510e-05 1.414532255732356944e-05 7.832488346534341121e-09 1.720950396578491137e-03 -3.034160667858731841e-01
9.214641329346795256e-05 1.408948146568156797e-05 7.807035031498089381e-09 5.230354515899593437e-03 -2.511725523235348589e-01
9.246148173561484019e-05 1.402998434858680993e-05 7.744752628904203330e-09 4.877428333326161436e-03 -2.939777858008376654e-01
9.256413861912273497e-05 1.397778963376774750e-05 7.649729586587427344e-09 9.699021191920342844e-03 2.012429414012260054e-01
9.238543318964568456e-05 1.394361414837089187e-05 7.533336624895127273e-09 1.086344560684704419e-02 3.236148970628569543e-01
9.194337677220539159e-05 1.393578250474898010e-05 7.412530705414756611e-09 5.535383010123462455e-03 -2.466528063070079213e-01
9.134504415813309670e-05 1.395962761556541233e-05 7.308128096474318297e-09 -6.630582812855223551e-03 6.424039872481408509e-01
9.073470759855021769e-05 1.401633628116800280e-05 7.239913545264009216e-09 -6.519909766127707229e-03 4.333873968562418355e-01
9.023234173226859437e-05 1.410051657942253056e-05 7.219379199856147601e-09 -7.523897128235645937e-03 2.520575717921644809e-01
8.990705281471334182e-05 1.419951251292122607e-05 7.245988898345487171e-09 -5.722925511375542840e-03 1.270189839461028924e-01
8.978449371096895075e-05 1.429641211641497705e-05 7.309305882410653815e-09 -7.001871327593223171e-03 1.473576864100856199e-02
8.986200634230851554e-05 1.437456216263677411e-05 7.393068321063068899e-09 -3.058665394495951872e-03 -1.013493356025385594e-01
9.011646905613822540e-05 1.442114187214965308e-05 7.478288282067301803e-09 -4.437086643934495811e-03 -3.336824411028977977e-01
9.050686751079924336e-05 1.442980129679255850e-05 7.546869167948201487e-09 3.603338949891288223e-03 -3.842377078271397295e-01
9.097506950820342161e-05 1.440261891770331250e-05 7.586841855149055802e-09 1.399444417379935857e-03 -4.345251586746901040e-01
9.144213461394107051e-05 1.435001999387264959e-05 7.596063289389414463e-09 -8.075531943818603509e-05 -3.571253765520587820e-02
9.180581351136439853e-05 1.428759324019125691e-05 7.581033786583161279e-09 7.143599712096548870e-03 -1.714772065789205158e-02
9.196208664631367073e-05 1.423109436873957655e-05 7.552537211907921280e-09 7.373511439230373554e-03 2.564402920913018136e-01
9.185955479043791711e-05 1.419218731266755595e-05 7.522427186317443342e-09 1.016763180062429939e-02 3.212848155242920001e-01
9.154796073113200157e-05 1.417664475718996617e-05 7.503012045435030864e-09 -3.445809100106611567e-04 1.942633205516486328e-01
9.116588610012681170e-05 1.418490047074851172e-05 7.506809186311182643e-09 -7.079421884216730021e-03 1.252572221925198903e-01
9.086639179769423014e-05 1.421335370477091087e-05 7.544125812407002764e-09 -9.730237579616440868e-03 3.054579601306812719e-01
9.074342364199234462e-05 1.425474518278669188e-05 7.618341032234664631e-09 -7.032979392792793050e-03 1.090534045268043428e-01
9.081488984916931352e-05 1.429790523219175414e-05 7.721788046827625728e-09 -2.450949890561160416e-03 1.677401476167226235e-01
9.105413304431864401e-05 1.432925580615644376e-05 7.836354772495728899e-09 -8.872521068115091225e-04 -3.297706794538033392e-01
9.142031377086043821e-05 1.433748205323858415e-05 7.940301746320806215e-09 -1.419314141759997483e-03 -5.927490195838061027e-01
9.186097578204513567e-05 1.431886622285639764e-05 8.017169057497273949e-09 3.817524603042521392e-03 -1.779332362485721575e-01
9.230559325875071011e-05 1.427875124697260553e-05 8.059892915360015708e-09 6.691837548058465757e-04 -9.796650369985471229e-02
9.267653277671667009e-05 1.422840644016372096e-05 8.068919372764353828e-09 8.526036743816467478e-03 -1.644699245176450830e-01
9.291537886535182499e-05 1.418110301471379951e-05 8.049706146451000526e-09 4.263061921337518712e-03 -9.818630775852454917e-02
9.300444174824584493e-05 1.415000020755658244e-05 8.012682077510615089e-09 4.283833362938915812e-03 1.265812229433205260e-01
9.297080836577557546e-05 1.414626817773526743e-05 7.972198421781967305e-09 -1.645477713938525710e-04 2.451962617021443691e-01
9.287599074316534487e-05 1.417571189517528852e-05 7.941744233210560868e-09 -6.417112729664165016e-04 2.407448043552875561e-01
9.279918510987053733e-05 1.423537684222295407e-05 7.928535836634620310e-09 -5.156080098863702332e-03 2.680377022644666596e-01
9.281833198098556677e-05 1.431293524215541567e-05 7.932061901298064129e-09 -1.463455429009163922e-03 -3.430755212224898543e-01
9.298975210092379001e-05 1.438941357770211180e-05 7.946499682828985438e-09 -6.638142455782869433e-03 1.085842544952111410e-01
9.332714984319753835e-05 1.444342615048165666e-05 7.963118031364919783e-09 -4.081698480356221737e-03 -1.626674458228585252e-01
9.378582031199756645e-05 1.445584297775208573e-05 7.971610306264430718e-09 -1.371140394603509449e-03 -4.492182863969489404e-01
9.426670281600871423e-05 1.441516099358694970e-05 7.963279595013725184e-09 6.121951959148219657e-03 -1.996266000676421015e-01
9.464931719943619961e-05 1.432183767480326666e-05 7.935676085789000720e-09 6.578133859348911372e-03 -8.565200470800427013e-02
9.483644412617458271e-05 1.418805496693033362e-05 7.893390691015265506e-09 2.933775677399719228e-03 2.274585410876266423e-01
9.477876967497735018e-05 1.403261793261268048e-05 7.843413473879150603e-09 5.287816695294544900e-03 5.030196861758007287e-02
9.447357483135065243e-05 1.387496559928833210e-05 7.790654446912025532e-09 5.153970682920228086e-03 1.185331474444275557e-01
9.396166694593689056e-05 1.373154012951171540e-05 7.738321587306395174e-09 4.607697768570950814e-03 1.264946594118789847e-01
9.333170281747909191e-05 1.361425206086528692e-05 7.691005252839500973e-09 2.836968155631947042e-03 1.597889366891944718e-01
9.270693640322295013e-05 1.352958434599033259e-05 7.655476028268168774e-09 -8.439709941783668512e-03 1.539656818732648702e-01
9.219991022003002040e-05 1.347822788474375497e-05 7.638063274749151067e-09 -9.356664412093040895e-03 -2.742154647909167409e-02
9.186905595483250747e-05 1.345578940333753562e-05 7.641549964789730785e-09 1.633565624876709421e-03 2.437070629705502256e-01
9.171887874924056097e-05 1.345447819480553425e-05 7.664248624131290221e-09 -6.904381927582026179e-03 -2.541422423013628418e-02
9.173123918060738745e-05 1.346507952496559458e-05 7.700716317123989793e-09 -2.186362576494627064e-03 7.645894070009262578e-03
9.188172450803427883e-05 1.347873315817792648e-05 7.742249986558289629e-09 -2.377728029392178755e-03 -1.067746561912805703e-01
9.212807043443307594e-05 1.348836908946952169e-05 7.776879823711551298e-09 -3.362549821347649015e-03 -1.701224079681669110e-01
9.240109436478943197e-05 1.348991433030311445e-05 7.790687805135348825e-09 6.502736037127476720e-03 -2.574025944487221551e-01
9.262551087870400733e-05 1.348341751251139481e-05 7.772058031638479206e-09 8.443636148242505968e-03 -2.187416490398366165e-01
9.275436385601558897e-05 1.347379608488010138e-05 7.717179569598012109e-09 2.866714047631058193e-03 -2.649411089241979766e-01
9.277625728001637716e-05 1.347060922843369384e-05 7.632806641012849733e-09 2.987970630381475701e-04 3.485286716298929832e-02
9.268903725758409582e-05 1.348653190855959791e-05 7.534420630994136511e-09 3.859117202364314991e-03 -7.381746122084109629e-02
9.247972606293516397e-05 1.353436139770703620e-05 7.441137522938521826e-09 3.906382164475141749e-03 5.348737696075023251e-01
9.213678443951247882e-05 1.362274409863683210e-05 7.369427343643889827e-09 -2.137641121110700482e-03 5.038909336165016128e-01
9.167622151052397478e-05 1.375233719953455865e-05 7.328243265693863793e-09 4.202050666362922016e-03 2.660361252090996942e-01
9.115189873303490120e-05 1.391510135041151233e-05 7.318458713326371402e-09 -3.520319261961946111e-03 1.357508708584873602e-01
9.064331021207071813e-05 1.409699788242657217e-05 7.335980480425159463e-09 -2.682962674069200304e-03 1.812478382900017948e-01
9.023108974838393338e-05 1.428150755987287208e-05 7.374549549901163701e-09 -6.893083297128788089e-03 -9.253494045326426942e-02
8.997414160740309320e-05 1.445223352192127733e-05 7.426435215711275377e-09 -2.718727055684322380e-03 -3.820930013024970151e-02
8.989638890990691807e-05 1.459531709844068225e-05 7.483026851046455632e-09 -5.152650073657616403e-03 -3.556513922604391809e-01
8.998258498188271099e-05 1.470214738311380635e-05 7.536559926872280980e-09 -2.510768269327945390e-03 -1.482891908062509145e-01
9.018438883964454030e-05 1.477087925909918474e-05 7.581263447933696835e-09 -8.857434312072864913e-04 -1.940425478079248478e-01
9.044206882836318753e-05 1.480533529642004498e-05 7.612388675713898233e-09 3.911166287359879590e-03 3.723112866581423930e-02
9.071256219648346692e-05 1.481235138170785058e-05 7.624589013289788252e-09 1.016339803488364169e-03 -2.811698656343519787e-01
9.097756631813022827e-05 1.480010066490582619e-05 7.612369654901577978e-09 2.698198848838373465e-05 -2.816087815836212371e-01
9.122037365064289448e-05 1.477833899685383381e-05 7.572979843534415943e-09 3.454063347922309291e-03 -1.756597979641085772e-01
9.139626578010276393e-05 1.475902877976978689e-05 7.509400200928435587e-09 2.434463277608100995e-03 -1.137250872399384605e-01
9.143114339417949133e-05 1.475554951664103629e-05 7.431261149422687690e-09 5.463117293285746356e-03 2.194770115791353504e-01
9.125781265204402999e-05 1.478029435545319707e-05 7.353486189136591558e-09 1.050928941582496279e-02 2.581599598498289794e-01
9.086469862851441731e-05 1.484142704110563014e-05 7.293057905020926548e-09 -1.098661189222527312e-03 5.061196164859058655e-01
9.031920847343695945e-05 1.493966390930469102e-05 7.264236852709572330e-09 -1.397716150805417001e-03 4.398524583638927510e-01
8.974915501025239339e-05 1.506638636184850281e-05 7.273808737711967866e-09 -2.371407246305468064e-03 2.525841387129652560e-01
8.929513802706649285e-05 1.520452996479282848e-05 7.318593785857135988e-09 -1.229580097739502165e-02 -5.074997921284030156e-02
8.905806187332009332e-05 1.533252770185277727e-05 7.386091886717264692e-09 -8.013076505402949579e-03 -8.791975049335931658e-02
8.906905553596772165e-05 1.542998693607691791e-05 7.457927254933816850e-09 -9.027542517836550928e-04 -4.639969944291202353e-01
8.929667802396152687e-05 1.548320999424406734e-05 7.515450658958770045e-09 -1.636379810983079608e-04 -3.690269422714127501e-01
8.967238208584154061e-05 1.548856326776124130e-05 7.545063310474289709e-09 -2.382058193828973103e-03 -3.202065017560169480e-01
9.010467192603114858e-05 1.545259127369705060e-05 7.540509159105563845e-09 2.480343334555490387e-03 -3.454533239350290330e-01
9.048761996613618401e-05 1.538964340195621570e-05 7.502684426500252670e-09 7.596838053155474668e-03 -7.199534643883431784e-02
9.072838414315661810e-05 1.531855500662442741e-05 7.439116570295344087e-09 9.061581469733015481e-03 -3.010885333100610239e-02
9.078346958948998872e-05 1.525899930018015664e-05 7.362474191594109352e-09 1.200222577648846212e-03 2.942321290617684326e-01
9.066648921208172204e-05 1.522783518900849636e-05 7.286526482292253237e-09 8.473492139764449149e-04 1.269971788087342901e-01
9.042331135522506109e-05 1.523685525322594430e-05 7.221619242780647507e-09 1.672025930942400151e-03 3.637984683561548138e-01
9.010868208610618203e-05 1.529333057250482583e-05 7.173213952722750500e-09 6.607289423425921626e-04 3.048551325131931833e-02
8.978367530807202619e-05 1.540289620889468973e-05 7.143294805169535890e-09 -1.661089008760940899e-03 2.751680295659912900e-01
8.951854034895428047e-05 1.557296151694280989e-05 7.131184088842626670e-09 -4.816623759784199876e-03 2.415779790020362583e-01
8.938227218073309009e-05 1.581591676387336591e-05 7.132499920555172178e-09 -3.615614835785985193e-03 -8.052018422139894938e-02
8.942251522420062307e-05 1.615272490627082765e-05 7.138410363499886282e-09 -5.229901032154815610e-03 -2.056241604078579144e-02
8.965637287893168060e-05 1.661643553900942760e-05 7.136581631581794120e-09 -2.513615868104945861e-04 9.440020163928863894e-04
9.008485503666859733e-05 1.725355665976635293e-05 7.112500272569841465e-09 1.602654712103523948e-03 -7.626272955922708263e-02
9.071202717946753370e-05 1.812219918995923879e-05 7.050190203821734585e-09 7.408796950976181961e-04 -1.789695679335601142e-01
9.153377579429592987e-05 1.928827287630901108e-05 6.934121628877517212e-09 -5.892762889617264577e-03 -3.555336286985788519e-01
9.249746904124721313e-05 2.082147397445384816e-05 6.754875071652615362e-09 9.066667221024449219e-03 -5.383299674146790892e-01
9.348243261306003694e-05 2.279042266452661859e-05 6.517119257250591791e-09 1.136484538847648551e-02 -1.137382227544367908e-01
9.433670956744638441e-05 2.525255455661674434e-05 6.242730746028394281e-09 6.116512051029143748e-03 2.002653047211264692e-01
9.494384763318219260e-05 2.823379604690501494e-05 5.963982974909759179e-09 1.015807673444091286e-02 4.160597018091127808e-01
9.526881112454809906e-05 3.169896486627215963e-05 5.711524695344365286e-09 3.775149211491912737e-03 4.436954584976504634e-01
9.535794082294881898e-05 3.552339842221111517e-05 5.505848955696762731e-09 -1.844411359891884317e-03 3.610015750890216424e-01
9.530119944971066819e-05 3.948282470929552360e-05 5.355427710977143822e-09 -2.901990877780091793e-03 2.850062063813147972e-01
9.518563900246459369e-05 4.327644482453957221e-05 5.259123988607339822e-09 -5.057716192093497654e-03 1.519786489623839998e-01
9.507092301728979340e-05 4.658539375513179396e-05 5.209906697315015609e-09 -2.976488036785518432e-04 3.491337762424251423e-02
9.499367816831507370e-05 4.914898375220502031e-05 5.198117357475313726e-09 -5.621993483128084890e-03 1.056019998594415199e-01
9.498159768049064774e-05 5.082781315293167363e-05 5.213489874151154200e-09 -1.778426663913368344e-03 -2.028353950053727317e-01
9.505609261675389895e-05 5.162841735006908300e-05 5.245921291637858324e-09 -4.282272857369484598e-03 8.661680866637766485e-03
9.522055317451467158e-05 5.168481319332399361e-05 5.285550969118360909e-09 -3.425778755007158338e-03 -1.891508567268278540e-01
9.544860629544242483e-05 5.121191022502373237e-05 5.323034104437360802e-09 -9.348501959420829621e-04 -1.788925485773802393e-01
9.569136161375239944e-05 5.045224089811977498e-05 5.350776418953353254e-09 6.332596879655927324e-03 -5.286754653189618125e-02
9.590527150295421728e-05 4.963020245404266360e-05 5.364364367212692606e-09 2.122175047253760383e-03 -1.441107596156623316e-01
9.607461817818469603e-05 4.891769369633640937e-05 5.362147908840104321e-09 5.496130307980351404e-06 7.942146959040563559e-02
9.620638868886842454e-05 4.841139622312177104e-05 5.343056223355640619e-09 -3.611574549866602979e-05 -6.882503820861529675e-02
9.631033329147902834e-05 4.812301667756992878e-05 5.306177755731733897e-09 4.447303095889143520e-03 -2.417796072616233971e-01
9.638935067878971925e-05 4.798192916037787703e-05 5.254095921676666879e-09 2.174221596008996116e-03 -1.155811377923434691e-01
9.644106452240015239e-05 4.784634121559425433e-05 5.196205020492393667e-09 -3.257458354593900651e-03 8.905305151295728194e-02
9.645810773332165716e-05 4.752238627263008264e-05 5.147220780563963569e-09 1.122593162162566216e-03 1.856652961313773886e-01
9.642767575316849992e-05 4.679803442181490084e-05 5.122178412140936093e-09 5.728376252180922279e-04 1.725863023657137063e-01
9.633588278898750506e-05 4.549540010215711824e-05 5.132465948585578757e-09 -2.797639301705734383e-03 1.999983849580821982e-01
9.617485127542210624e-05 4.352832943571017084e-05 5.184067533669385425e-09 -1.602625356069253826e-03 1.857378807605432058e-01
9.595245825324125362e-05 4.093977054250304932e-05 5.276327764177471025e-09 2.569330890286103397e-03 3.033512200508816647e-01
9.569997843449174553e-05 3.790035149113231503e-05 5.401405135792713861e-09 -2.532989020254117207e-03 -1.766869262490775583e-01
9.545776305553251495e-05 3.466824126786180970e-05 5.546552236194703338e-09 -4.950387050814075707e-03 -2.413503074366474266e-01
9.523887871992425618e-05 3.152522707870287420e-05 5.698962574485950603e-09 -2.292665449785236120e-03 -8.500637882442418913e-02
9.501308544993259102e-05 2.871168949273020371e-05 5.849284937172742132e-09 9.863430358383995511e-03 2.100257247809089733e-01
9.473840057765150710e-05 2.638349296766389712e-05 5.991129889769191686e-09 2.132384390000519048e-03 2.391088967235752705e-01
9.440255514513947496e-05 2.460145141511739061e-05 6.118749817494819216e-09 2.754940371831438028e-03 4.423735747562851373e-02
9.402431533908884545e-05 2.334577763247295220e-05 6.226894951598921633e-09 3.378208693985085276e-03 1.134176509835285174e-01
9.362501401209068100e-05 2.253902013829306715e-05 6.313429284005760960e-09 1.676358193988036760e-03 9.969527187020155168e-02
9.321677045630690417e-05 2.206616560408447027e-05 6.381661520365386990e-09 3.365091598955149976e-03 -2.749239389361868291e-02
9.282243699281400497e-05 2.179095923811922664e-05 6.439741175041764243e-09 2.011315717177941664e-03 3.172864460621376281e-01
9.249410599799087415e-05 2.157381444753395900e-05 6.497611659641658549e-09 -6.970220496242962582e-03 -3.340313394212994780e-01
9.229139178145059875e-05 2.129485248710321366e-05 6.563726067659727486e-09 -7.053625608768543387e-03 -6.612923785175794933e-02
9.222730252403842294e-05 2.087751479416379976e-05 6.642837949651525304e-09 -9.328242285800980582e-03 -1.377029090535035749e-01
9.223794933721869086e-05 2.030196284364145696e-05 6.735125520959392596e-09 3.328482923823372630e-03 -5.350339192808739597e-02
9.221745338323280032e-05 1.960076500902475458e-05 6.837056609772469041e-09 7.478670658339181543e-03 -4.602629139764502497e-03
9.209023125337424567e-05 1.883898318316587451e-05 6.943356465296939403e-09 1.681838156494697145e-03 1.301928660535462967e-01
9.185115653357433629e-05 1.808836868180743808e-05 7.047937281783362363e-09 3.806828547929796969e-04 7.000398240389671400e-03
9.154611110917620193e-05 1.740703194664431933e-05 7.143866593576641257e-09 2.267212772351978600e-03 -1.161031106908261279e-02
9.123015149279197671e-05 1.683089673031177745e-05 7.225074022824488718e-09 2.463016128661621451e-03 -1.426032939655037524e-01
9.094329118507426212e-05 1.637514775124106667e-05 7.290008396987914074e-09 6.820108626595100532e-04 -3.153354608800285064e-03
9.070502687756608372e-05 1.603937314273235347e-05 7.343185942474154971e-09 -3.134486088615107136e-03 2.133455285609997532e-01
9.051534440690938734e-05 1.581187100602936434e-05 7.391987965755441887e-09 2.224095509748114097e-03 5.208504605405828158e-02
9.036086057600900914e-05 1.567290410059935665e-05 7.441710906113293431e-09 -1.669928259885988808e-03 3.000453280662611633e-01
9.022649307103636565e-05 1.559843986014361759e-05 7.493476004784196794e-09 1.197840448951881243e-03 -1.865867102516105547e-01
9.010655058888169145e-05 1.556456029992875649e-05 7.545774577851915990e-09 6.992795177682697982e-04 7.850652307807415298e-02
9.001165344807485452e-05 1.555108281022838144e-05 7.596781036793622108e-09 -1.237489676196856792e-03 7.046032367081878078e-02
8.997048554405784847e-05 1.554337771019899086e-05 7.645200482339205245e-09 -1.236043777976369995e-03 -2.349852071038220913e-01
9.002251685203190316e-05 1.553294934416671750e-05 7.690233461715907115e-09 -2.040548372292505519e-03 -7.733771072054551610e-02
9.019870232942110786e-05 1.551758111681740711e-05 7.731762510100745221e-09 -5.005085137441689369e-03 -1.991869679655167147e-02
9.049514273351950923e-05 1.550095404229799324e-05 7.770525162129250986e-09 -2.236506386464887086e-03 -3.080918102894631971e-01
9.085772561700787326e-05 1.549117242802389686e-05 7.807819933796085199e-09 1.070242995819814524e-04 2.025235156801432623e-01
9.119893230943175346e-05 1.549770299217654340e-05 7.844669124472666664e-09 5.093214575852655912e-03 1.831885834141324665e-01
9.144322395059032989e-05 1.552735275926711526e-05 7.880945187648344173e-09 5.269768679496689145e-03 7.579444002803192859e-02
9.156619760342241869e-05 1.558137501869005426e-05 7.915805780082571656e-09 -8.556791712144296014e-05 3.018428640520909312e-02
9.159859321616747191e-05 1.565489351759860064e-05 7.949399061161054925e-09 3.471483356768834128e-03 4.018472080803903168e-02
9.160326323508699098e-05 1.573776132672320013e-05 7.983906076674663524e-09 -3.082823404198853368e-03 -7.205317616207906894e-03
9.164874344015210570e-05 1.581552484984357563e-05 8.022076286848155960e-09 -3.179323535595246497e-03 -4.286304612250546597e-03
9.178689450370944389e-05 1.587056878808535212e-05 8.063723916262647067e-09 -1.992045945932829909e-03 -7.896770396981622753e-02
9.203093597613730501e-05 1.588468023256520731e-05 8.103045215166390624e-09 -7.597897909433548591e-03 -1.407433354789873192e-01
9.234044536861262214e-05 1.584396432396293725e-05 8.130295809925736226e-09 6.155742951898801607e-03 -5.710827076300795113e-01
9.263216085032351555e-05 1.574456583504493324e-05 8.137900617207240620e-09 4.181434665617045354e-03 2.086567736380828819e-03
9.282244167653918730e-05 1.559512343184697700e-05 8.125626193629962566e-09 3.515058984639551909e-03 -7.455621589181049558e-02
9.287571837227905601e-05 1.541348227656506455e-05 8.099683124617480310e-09 5.447091265311954089e-03 1.604506500181610562e-01
9.282023952676584895e-05 1.522026419312139487e-05 8.067574961526971126e-09 -9.382979294167981266e-04 -1.042440760079088591e-02
9.271617967675585287e-05 1.503404297985916725e-05 8.034337812078954020e-09 -3.304914496684574488e-03 -1.763426147339330896e-02
9.260094599203142797e-05 1.486986949909322543e-05 8.002440314976259692e-09 3.393050118694063144e-04 -3.703378999365369850e-02
9.246194734543832340e-05 1.473936821151144427e-05 7.973578051330215078e-09 1.970697758832740121e-03 2.424437752062651441e-01
9.226457296757511496e-05 1.465053990495604320e-05 7.949990013533644449e-09 4.156920321189749856e-03 2.164953256393662429e-01
9.200650866786637253e-05 1.460754145170323727e-05 7.934281535330914368e-09 4.456968881560996465e-03 1.085919233576841947e-01
9.173929866616148789e-05 1.461137286944546154e-05 7.927125962743355977e-09 -1.022369040419079944e-02 1.530820784486444097e-01
9.153760531130509571e-05 1.466171816284792506e-05 7.923420881262679330e-09 1.133835320796805490e-04 6.075378966685462956e-02
9.145798410649440355e-05 1.476060208686389729e-05 7.911106375731994535e-09 -6.809839969132980286e-04 -2.604961595507493399e-01
9.152803985549990405e-05 1.491841355286001733e-05 7.876406704205365844e-09 3.825403308732377994e-03 -5.249925658662348837e-01
